"Majority protein IDs","logFC","logCPM","LR","PValue","FDR","Protein ID","Protein names","Gene names","Fasta headers","Mol. weight [kDa]","Sequence length","Sequence lengths","Score","Intensity C1","Intensity C2","Intensity C3","Intensity C4","Intensity C5","Intensity R1","Intensity R2","Intensity R3","Intensity R4","Intensity R5","iBAQ C1","iBAQ C2","iBAQ C3","iBAQ C4","iBAQ C5","iBAQ R1","iBAQ R2","iBAQ R3","iBAQ R4","iBAQ R5","LFQ intensity C1","LFQ intensity C2","LFQ intensity C3","LFQ intensity C4","LFQ intensity C5","LFQ intensity R1","LFQ intensity R2","LFQ intensity R3","LFQ intensity R4","LFQ intensity R5","MS/MS count C1","MS/MS count C2","MS/MS count C3","MS/MS count C4","MS/MS count C5","MS/MS count R1","MS/MS count R2","MS/MS count R3","MS/MS count R4","MS/MS count R5"
"O70187;O70186;O70185",-0.568389297616035,5.70636693362778,19.5211714981074,9.94908680648161e-06,8.4399016580588e-05,"O70187","Nuclear factor 1","Nfib","tr|O70187|O70187_RAT Nuclear factor 1 OS=Rattus norvegicus OX=10116 GN=Nfib PE=1 SV=2;tr|O70186|O70186_RAT Nuclear factor 1 OS=Rattus norvegicus OX=10116 GN=Nfib PE=1 SV=2;tr|O70185|O70185_RAT Nuclear factor 1 OS=Rattus norvegicus OX=10116 GN=Nfib PE=1 SV=",47.498,420,"420;494;561;144",47.942,90345000,103740000,88438000,73527000,95682000,35808000,28798000,28898000,37106000,21799000,4755000,5460000,4654600,3869800,5035900,1884700,1515700,1520900,1953000,1147300,70992000,67826000,90901000,87519000,75100000,53600000,48807000,54867000,59048000,44260000,9,7,10,9,11,6,5,6,5,9
"D4A830",-0.566288850740131,5.32169536484617,19.378066218533,1.07231599579058e-05,9.05282157984742e-05,"D4A830",NA,"Ppa2","tr|D4A830|D4A830_RAT Inorganic pyrophosphatase 2 OS=Rattus norvegicus OX=10116 GN=Ppa2 PE=1 SV=2",35.046,304,"304",35.397,114530000,103740000,55898000,62873000,56789000,27958000,45685000,37327000,16743000,15692000,6362500,5763300,3105400,3493000,3155000,1553200,2538000,2073700,930180,871760,64810000,64425000,54585000,55769000,60853000,36773000,50636000,44039000,27200000,40802000,16,12,9,10,5,6,6,7,3,4
"P11505-6;P11505;P11505-4;P11505-1;P11505-5;P11505-2",0.564236533849454,8.5124385200914,19.2387615711079,1.15347396147552e-05,9.69138888206231e-05,"P11505-6","Plasma membrane calcium-transporting ATPase 1","Atp2b1","sp|P11505-6|AT2B1_RAT Isoform K of Plasma membrane calcium-transporting ATPase 1 OS=Rattus norvegicus OX=10116 GN=Atp2b1;sp|P11505|AT2B1_RAT Plasma membrane calcium-transporting ATPase 1 OS=Rattus norvegicus OX=10116 GN=Atp2b1 PE=1 SV=3;sp|P11505-4|AT2B1_R",130.62,1184,"1184;1220;1249;1258;1171;1176;1258;1115;1129;1154;1159;1168;1173;1198;1206;1212;1220;1226;1235;1243;1243;1244;1249;1257;1258;1199;1154;1157;1160;1168;1169;1174;1185;1191;1191;1199;1203;1205;217",228.34,2.81e+08,351340000,334910000,368390000,297650000,307750000,296400000,278410000,420400000,224820000,5620000,7026800,6698300,7367800,5953000,6154900,5927900,5568300,8408000,4496300,353850000,3.3e+08,348590000,433110000,387660000,490100000,484920000,562410000,611180000,549030000,25,29,32,30,32,34,34,38,37,33
"D3ZFP4",-0.562978264515472,7.23704302241648,19.1535841412348,1.20610813487895e-05,0.000100853613564164,"D3ZFP4","DNA helicase","Mcm3","tr|D3ZFP4|D3ZFP4_RAT DNA helicase OS=Rattus norvegicus OX=10116 GN=Mcm3 PE=1 SV=3",91.658,813,"813",103.58,163730000,341170000,266770000,312540000,201850000,66759000,48759000,65164000,72418000,44277000,3210500,6689600,5230800,6128300,3957800,1309000,956060,1277700,1420000,868170,202350000,221300000,245060000,234760000,228430000,142120000,150130000,163890000,152690000,145240000,21,31,29,38,30,15,10,13,17,16
"P11762",0.560458623339877,9.70487132794774,18.9835870248319,1.31847729889158e-05,0.000109727305064152,"P11762","Galectin-1","Lgals1","sp|P11762|LEG1_RAT Galectin-1 OS=Rattus norvegicus OX=10116 GN=Lgals1 PE=1 SV=2",14.857,135,"135",323.31,1271400000,1129200000,1159100000,939300000,898340000,1634500000,864710000,725450000,1086700000,657690000,141260000,125460000,128790000,104370000,99816000,181610000,96079000,80606000,120750000,73076000,790240000,731730000,1034900000,842400000,844340000,1.598e+09,959110000,1.205e+09,1198900000,1189400000,40,34,41,31,33,53,41,33,35,41
"Q6P6T6;P24268",-0.557139870637875,10.0646578066818,18.7608045352188,1.48181440113366e-05,0.000122738966433524,"Q6P6T6","Cathepsin D;Cathepsin D 12 kDa light chain;Cathepsin D 9 kDa light chain;Cathepsin D 34 kDa heavy chain;Cathepsin D 30 kDa heavy chain","Ctsd","tr|Q6P6T6|Q6P6T6_RAT Cathepsin D OS=Rattus norvegicus OX=10116 GN=Ctsd PE=1 SV=1;sp|P24268|CATD_RAT Cathepsin D OS=Rattus norvegicus OX=10116 GN=Ctsd PE=1 SV=1",44.622,407,"407;407",130.77,2385400000,2477600000,1897100000,1890800000,1551100000,841550000,903290000,667220000,679900000,540790000,132520000,137640000,105390000,105050000,86172000,46753000,50183000,37068000,37772000,30044000,1465600000,1699900000,1487400000,1718800000,1649800000,931820000,1076800000,1092900000,1216700000,1050200000,66,69,62,58,54,43,46,40,31,47
"Q4QQV0",0.556331185554591,9.69836959001457,18.7067141245229,1.52444765569617e-05,0.000125677468704341,"Q4QQV0",NA,"Tubb6","tr|Q4QQV0|Q4QQV0_RAT Tubulin beta chain OS=Rattus norvegicus OX=10116 GN=Tubb6 PE=1 SV=1",50.059,447,"447",189.07,1.572e+09,1762200000,1654300000,1494200000,346630000,715110000,1469400000,361870000,334200000,231520000,78600000,88111000,82714000,74708000,17332000,35755000,73471000,18094000,16710000,11576000,892620000,879590000,840310000,809300000,810670000,1066600000,1381100000,1272500000,1211900000,1192600000,63,73,60,63,40,54,53,47,38,38
"P09117;A0A0G2K3Q6",-0.554816018916332,11.5170708526048,18.605576805667,1.60749613034993e-05,0.000131904822658621,"P09117","Fructose-bisphosphate aldolase C","Aldoc","sp|P09117|ALDOC_RAT Fructose-bisphosphate aldolase C OS=Rattus norvegicus OX=10116 GN=Aldoc PE=1 SV=3;tr|A0A0G2K3Q6|A0A0G2K3Q6_RAT Fructose-bisphosphate aldolase OS=Rattus norvegicus OX=10116 GN=Aldoc PE=1 SV=1",39.283,363,"363;373;153;153",323.31,6240600000,6231600000,4.754e+09,4598700000,4158200000,2542800000,2608500000,2250700000,1732100000,1399600000,271330000,270940000,206700000,199950000,180790000,110560000,113410000,97855000,75311000,60850000,4297600000,4842300000,3868700000,4543100000,4389200000,2674800000,2970300000,3381400000,2946400000,2730300000,209,164,163,135,152,116,107,103,94,96
"A0A096MJM1;Q32PX6;A0A096MK75",0.553433763034393,5.9441694025218,18.5135335998355,1.68702130000981e-05,0.000137786483851964,"A0A096MJM1",NA,"Rhog","tr|A0A096MJM1|A0A096MJM1_RAT Ras homolog family member G (Fragment) OS=Rattus norvegicus OX=10116 GN=Rhog PE=1 SV=6;tr|Q32PX6|Q32PX6_RAT Ras homolog family member G OS=Rattus norvegicus OX=10116 GN=Rhog PE=1 SV=1;tr|A0A096MK75|A0A096MK75_RAT Ras homolog fa",20.622,185,"185;191;178",176.31,111400000,86717000,70682000,30963000,54382000,79899000,108460000,68700000,77328000,32096000,10128000,7883400,6425700,2814800,4943800,7263500,9860100,6245400,7029800,2917800,65121000,58695000,72141000,52276000,65840000,103910000,104910000,78486000,83910000,82055000,11,10,7,4,5,12,15,10,8,7
"F1LRY5;Q64380",-0.550246081782862,6.8107913879776,18.3021564498698,1.88493676338426e-05,0.000153238377615869,"F1LRY5","Sarcosine dehydrogenase, mitochondrial","Sardh","tr|F1LRY5|F1LRY5_RAT RCG45398 OS=Rattus norvegicus OX=10116 GN=Sardh PE=1 SV=2;sp|Q64380|SARDH_RAT Sarcosine dehydrogenase, mitochondrial OS=Rattus norvegicus OX=10116 GN=Sardh PE=1 SV=2",101.41,919,"919;919",89.858,110110000,223050000,265300000,171900000,134970000,47848000,31791000,34474000,100110000,29528000,2293900,4646900,5527000,3581400,2811800,996840,662320,718220,2085600,615170,135060000,175610000,188580000,174160000,165920000,103360000,77766000,129850000,147200000,106370000,14,26,30,24,25,9,7,11,21,9
"D4ABI7",-0.549723488058841,7.70356528826041,18.2676180563861,1.91942406954619e-05,0.000154688622019526,"D4ABI7",NA,"LOC100365676","tr|D4ABI7|D4ABI7_RAT Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase OS=Rattus norvegicus OX=10116 GN=Hacd3 PE=1 SV=2",43.104,362,"362",132.28,453550000,465640000,298180000,352300000,324440000,169620000,105630000,113760000,86705000,42163000,30237000,31043000,19879000,23487000,21629000,11308000,7042200,7583900,5780300,2810800,360390000,310800000,296430000,299260000,291960000,245260000,206680000,234950000,186430000,174100000,21,22,17,19,22,14,11,9,11,9
"Q5M819",-0.549709056597573,5.52404094011045,18.266655671883,1.92039405468431e-05,0.000154688622019526,"Q5M819","Phosphoserine phosphatase","Psph","sp|Q5M819|SERB_RAT Phosphoserine phosphatase OS=Rattus norvegicus OX=10116 GN=Psph PE=2 SV=1",24.967,225,"225",33.855,84926000,126180000,67289000,76425000,80894000,52342000,47549000,14116000,47355000,10996000,6532700,9706300,5176100,5878900,6222700,4026300,3657600,1085900,3642700,845810,68283000,73207000,69538000,67820000,65208000,52674000,53023000,30133000,53163000,42308000,9,10,8,11,14,10,9,9,8,7
"P85968;Q7TP11;A0A0G2K7Q8",0.543761581756705,8.49484455494822,17.8758355610011,2.35796183657893e-05,0.000189067624887334,"P85968","6-phosphogluconate dehydrogenase, decarboxylating","Pgd","sp|P85968|6PGD_RAT 6-phosphogluconate dehydrogenase, decarboxylating OS=Rattus norvegicus OX=10116 GN=Pgd PE=1 SV=1;tr|Q7TP11|Q7TP11_RAT 6-phosphogluconate dehydrogenase, decarboxylating OS=Rattus norvegicus OX=10116 PE=2 SV=1;tr|A0A0G2K7Q8|A0A0G2K7Q8_RAT",53.236,483,"483;1089;1089",162.05,539450000,565750000,389440000,420210000,344290000,356670000,372060000,404160000,375710000,198250000,23454000,24598000,16932000,18270000,14969000,15507000,16176000,17572000,16335000,8619400,403270000,340100000,383420000,358820000,361670000,493050000,526430000,594030000,550200000,486800000,33,38,31,31,29,29,33,36,30,32
"Q6TRW4-3;D3ZMU3;D3ZU56;F1M797;D3ZXE2;Q6TRW4-2;Q6TRW4",-0.54177897515223,6.29197322400476,17.7464669116232,2.52385775183929e-05,0.000201449736919536,"Q6TRW4-3","Sister chromatid cohesion protein PDS5 homolog B","Pds5b","sp|Q6TRW4-3|PDS5B_RAT Isoform 3 of Sister chromatid cohesion protein PDS5 homolog B OS=Rattus norvegicus OX=10116 GN=Pds5b;tr|D3ZMU3|D3ZMU3_RAT Sister chromatid cohesion protein PDS5 homolog B OS=Rattus norvegicus OX=10116 GN=Pds5b PE=1 SV=3;tr|D3ZU56|D3ZU",164.2,1445,"1445;1191;1413;1445;1450;1411;1447",70.936,85228000,138650000,147280000,153080000,126780000,26264000,28183000,33010000,31851000,21100000,1151700,1873600,1990300,2068600,1713200,354910,380860,446080,430420,285140,95807000,105750000,121420000,130030000,131210000,61839000,80389000,83575000,82787000,86447000,12,17,17,17,21,6,9,9,8,6
"G3V6T7",0.539832329615244,9.16567092313664,17.6199086875723,2.69749626681957e-05,0.000214334997490279,"G3V6T7","Protein disulfide-isomerase A4","Pdia4","tr|G3V6T7|G3V6T7_RAT Protein disulfide-isomerase A4 OS=Rattus norvegicus OX=10116 GN=Pdia4 PE=1 SV=1",72.747,643,"643",189.6,490400000,649590000,469300000,5.08e+08,447820000,629510000,571070000,505120000,517750000,379680000,14012000,18560000,13409000,14514000,12795000,17986000,16316000,14432000,14793000,10848000,526380000,621240000,611460000,599610000,586230000,830720000,911850000,851560000,769520000,847370000,30,32,39,30,35,45,44,43,54,41
"A0A0G2JY08;D3ZFD0",0.538205242251371,5.85715010837989,17.5144507267389,2.85132247549143e-05,0.000223898704016368,"A0A0G2JY08",NA,"Myo18a","tr|A0A0G2JY08|A0A0G2JY08_RAT Unconventional myosin-XVIIIa OS=Rattus norvegicus OX=10116 GN=Myo18a PE=1 SV=1;sp|D3ZFD0|MY18A_RAT Unconventional myosin-XVIIIa OS=Rattus norvegicus OX=10116 GN=Myo18a PE=1 SV=2",233.38,2054,"2054;2044",40.969,50436000,42242000,25395000,70525000,61876000,50170000,29745000,49370000,86946000,26469000,480350,402300,241850,671660,589300,477810,283290,470190,828060,252090,57430000,54568000,44830000,68068000,72387000,78085000,70176000,95806000,103830000,77515000,8,7,5,13,13,12,8,10,16,10
"P06761",0.538155762486459,12.5799302325173,17.5112603561798,2.85611103073272e-05,0.000223898704016368,"P06761","78 kDa glucose-regulated protein","Hspa5","sp|P06761|BIP_RAT Endoplasmic reticulum chaperone BiP OS=Rattus norvegicus OX=10116 GN=Hspa5 PE=1 SV=1",72.346,654,"654;533",323.31,4265200000,8687100000,6.863e+09,4935200000,5657600000,5055800000,5507200000,5.982e+09,6213800000,4651400000,142170000,289570000,228770000,164510000,188590000,168530000,183570000,199400000,207130000,155050000,5047500000,6932400000,6734100000,6277100000,6424300000,9061200000,1.0605e+10,8290100000,6.769e+09,1.0098e+10,118,164,151,181,153,148,187,229,219,239
"Q9JLZ1;A0A0G2K5P8;Q9JLZ1-2",0.538216913912737,7.07011029962786,17.5152123433483,2.85018052796103e-05,0.000223898704016368,"Q9JLZ1","Glutaredoxin-3","Glrx3","sp|Q9JLZ1|GLRX3_RAT Glutaredoxin-3 OS=Rattus norvegicus OX=10116 GN=Glrx3 PE=1 SV=2;tr|A0A0G2K5P8|A0A0G2K5P8_RAT Glutaredoxin-3 OS=Rattus norvegicus OX=10116 GN=Glrx3 PE=1 SV=1;sp|Q9JLZ1-2|GLRX3_RAT Isoform 2 of Glutaredoxin-3 OS=Rattus norvegicus OX=10116",37.849,337,"337;287;279",116.89,135030000,150520000,126930000,189660000,133110000,179010000,205550000,139670000,161870000,124350000,7106700,7921900,6680700,9981900,7005800,9421800,10818000,7350900,8519600,6544600,134970000,118880000,139080000,140100000,156370000,167680000,202610000,212330000,187010000,215170000,11,17,12,19,11,25,28,26,21,23
"D3ZV91",-0.535360125277385,4.39647579181932,17.3307907058625,3.1405672642615e-05,0.000245103827379698,"D3ZV91",NA,"L3hypdh","tr|D3ZV91|D3ZV91_RAT Similar to RIKEN cDNA 2810055F11 (Predicted) OS=Rattus norvegicus OX=10116 GN=L3hypdh PE=1 SV=1",37.914,354,"354",27.06,49598000,54980000,41745000,42846000,45228000,7328100,14223000,12582000,9277600,6001800,2755400,3054400,2319200,2380300,2512700,407120,790150,699000,515420,333440,30461000,31971000,30878000,30898000,32603000,21285000,21559000,24469000,22197000,17056000,11,6,8,8,9,2,3,5,2,4
"A0A097BVJ5;P13233",-0.534835575922948,9.89195492892115,17.2970707024973,3.19679276665278e-05,0.000248387968948774,"A0A097BVJ5","2,3-cyclic-nucleotide 3-phosphodiesterase","Cnp","tr|A0A097BVJ5|A0A097BVJ5_RAT 2,3-cyclic-nucleotide 3-phosphodiesterase OS=Rattus norvegicus OX=10116 GN=Cnp PE=2 SV=1;sp|P13233|CN37_RAT 2,3-cyclic-nucleotide 3-phosphodiesterase OS=Rattus norvegicus OX=10116 GN=Cnp PE=1 SV=2",44.856,400,"400;420",323.31,2109500000,2.067e+09,1511700000,1505800000,1.229e+09,696250000,628510000,592350000,5.5e+08,408270000,84379000,82679000,60469000,60231000,49158000,27850000,25141000,23694000,2.2e+07,16331000,1438300000,1.414e+09,1383800000,1.437e+09,1400400000,878730000,936970000,1.039e+09,950490000,997360000,78,73,67,61,62,50,39,50,35,40
"D4ABK7",-0.5342040616589,5.78073733362742,17.2564660179021,3.2658423030598e-05,0.000252635201945947,"D4ABK7",NA,"Hnrnph3","tr|D4ABK7|D4ABK7_RAT Heterogeneous nuclear ribonucleoprotein H3 OS=Rattus norvegicus OX=10116 GN=Hnrnph3 PE=1 SV=1",36.869,346,"346",105.49,185430000,98927000,127600000,72843000,112150000,20202000,27744000,19161000,41499000,31747000,12362000,6595100,8506500,4856200,7476700,1346800,1849600,1277400,2766600,2116500,77397000,61316000,94793000,73229000,102410000,43662000,60312000,44872000,62610000,66476000,13,8,11,6,10,5,3,4,5,5
"G3V6Y6",-0.532552328880176,11.5885107248389,17.1505282122142,3.45313374042834e-05,0.000265951879306674,"G3V6Y6","Alpha-1,4 glucan phosphorylase","Pygb","tr|G3V6Y6|G3V6Y6_RAT Alpha-1,4 glucan phosphorylase OS=Rattus norvegicus OX=10116 GN=Pygb PE=1 SV=2",96.774,846,"846;69",323.31,4211600000,5717100000,4728900000,4952900000,3657700000,1688200000,1608100000,1412500000,2278300000,1110900000,87742000,119110000,98518000,103190000,76202000,35171000,33501000,29427000,47465000,23143000,3970800000,4805500000,4734200000,4.889e+09,4508800000,2710600000,2981600000,3294300000,3579600000,3028800000,112,156,137,166,152,91,81,88,128,96
"P11030;Q6TXF3",-0.531735242791536,8.77874889607658,17.0982336229606,3.54953023825565e-05,0.000272182318706416,"P11030","Acyl-CoA-binding protein;Triakontatetraneuropeptide;Octadecaneuropeptide","Dbi","sp|P11030|ACBP_RAT Acyl-CoA-binding protein OS=Rattus norvegicus OX=10116 GN=Dbi PE=1 SV=3;tr|Q6TXF3|Q6TXF3_RAT Acyl-CoA-binding protein OS=Rattus norvegicus OX=10116 GN=Dbi PE=1 SV=1",10.027,87,"87;600",179.91,788920000,777220000,1015400000,782040000,769270000,393950000,412870000,276930000,487410000,291220000,197230000,194310000,253850000,195510000,192320000,98488000,103220000,69231000,121850000,72806000,528490000,488070000,867560000,664360000,717640000,487560000,425050000,347150000,505320000,457500000,20,20,24,19,21,16,18,13,10,13
"Q6IMX7",0.530297148174471,4.34555103618027,17.0063541915442,3.72549327509234e-05,0.000284433312654876,"Q6IMX7","Hsp70-binding protein 1","Hspbp1","sp|Q6IMX7|HPBP1_RAT Hsp70-binding protein 1 OS=Rattus norvegicus OX=10116 GN=Hspbp1 PE=1 SV=1",39.19,357,"357",27.552,41100000,32772000,21445000,14532000,15952000,25954000,24351000,14807000,17871000,20457000,2283300,1820600,1191400,807340,886240,1441900,1352800,822590,992850,1136500,22520000,20802000,19134000,21692000,20519000,26330000,31098000,25358000,30097000,35697000,7,5,4,3,4,5,4,5,4,6
"Q6UPE0;Q64644",0.529960759845993,6.72683717799124,16.9849337094736,3.76776165903348e-05,0.000286415128712675,"Q6UPE0","Choline dehydrogenase, mitochondrial","Chdh;RRCHDH","sp|Q6UPE0|CHDH_RAT Choline dehydrogenase, mitochondrial OS=Rattus norvegicus OX=10116 GN=Chdh PE=1 SV=1;tr|Q64644|Q64644_RAT Choline dehydrogenase (Fragment) OS=Rattus norvegicus OX=10116 GN=RRCHDH PE=2 SV=1",66.388,599,"599;441",61.164,46233000,163790000,81901000,64948000,45191000,133330000,90049000,137630000,142060000,73087000,1320900,4679600,2340000,1855700,1291200,3809400,2572800,3932200,4058800,2088200,104090000,151720000,116900000,76945000,96113000,199300000,152570000,155650000,133040000,133710000,6,14,10,11,6,16,15,23,21,19
"P08461",-0.529439694552999,7.71100875623843,16.9517382048563,3.8342197713784e-05,0.000290210772350882,"P08461","Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial","Dlat","sp|P08461|ODP2_RAT Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial OS=Rattus norvegicus OX=10116 GN=Dlat PE=1 SV=3",67.165,632,"632",133.01,324480000,458040000,364130000,266990000,320720000,154130000,125040000,85628000,112560000,49395000,9270900,13087000,10404000,7628300,9163400,4403700,3572600,2446500,3216000,1411300,284540000,3.65e+08,342840000,210080000,355640000,297790000,224120000,188690000,161780000,187910000,14,15,18,22,19,11,14,15,18,10
"A1L1L6;A0A0G2K777",-0.526247918560593,5.60091144926443,16.7490698970195,4.26631733206351e-05,0.00032015612115827,"A1L1L6","Mitochondrial Rho GTPase","Rhot1","tr|A1L1L6|A1L1L6_RAT Mitochondrial Rho GTPase OS=Rattus norvegicus OX=10116 GN=Rhot1 PE=1 SV=1;tr|A0A0G2K777|A0A0G2K777_RAT Ras homolog family member T1 OS=Rattus norvegicus OX=10116 GN=Rhot1 PE=1 SV=1",72.156,631,"631;752",34.082,77818000,97488000,89505000,67824000,70828000,32655000,34434000,22718000,19968000,14589000,2779200,3481700,3196600,2422300,2529600,1166200,1229800,811350,713140,521040,62415000,76994000,73455000,64867000,82682000,54204000,52852000,49436000,38312000,51132000,10,9,15,10,13,7,7,6,5,5
"B2RYS2",-0.526351560983396,4.1667806514776,16.7556065705139,4.25164479100688e-05,0.00032015612115827,"B2RYS2","Cytochrome b-c1 complex subunit 7","LOC685596","tr|B2RYS2|B2RYS2_RAT Cytochrome b-c1 complex subunit 7 OS=Rattus norvegicus OX=10116 GN=Uqcrb PE=1 SV=1",13.558,111,"111",6.9903,54611000,42221000,31570000,22959000,27755000,18249000,11195000,7744700,17573000,8310800,9101900,7036900,5261700,3826600,4625900,3041600,1865800,1290800,2928800,1385100,24825000,20914000,31257000,24363000,32016000,23607000,14742000,17160000,19558000,16025000,5,4,3,2,2,2,2,2,4,2
"P24329",-0.525919649842156,7.74636021432106,16.7283049583982,4.31326590871929e-05,0.000322301912157918,"P24329","Thiosulfate sulfurtransferase","Tst","sp|P24329|THTR_RAT Thiosulfate sulfurtransferase OS=Rattus norvegicus OX=10116 GN=Tst PE=1 SV=3",33.406,297,"297",112.57,598280000,481290000,381200000,314960000,259700000,158470000,211860000,142630000,175050000,85220000,42734000,34378000,27228000,22497000,18550000,11319000,15133000,10188000,12504000,6087200,353980000,328890000,307580000,297670000,306860000,191840000,236780000,205180000,233580000,222490000,25,20,24,15,13,13,20,11,14,8
"F1M9D6;Q9QXK0;A0A0G2JX93;Q7TP57;Q6P6Q7",0.52436931876684,6.8997339621903,16.6303586326198,4.54181899046855e-05,0.000337032351704384,"F1M9D6","Signal transducer and activator of transcription","Stat1;Stat4","tr|F1M9D6|F1M9D6_RAT Signal transducer and activator of transcription OS=Rattus norvegicus OX=10116 GN=Stat1 PE=1 SV=2;tr|Q9QXK0|Q9QXK0_RAT Signal transducer and activator of transcription OS=Rattus norvegicus OX=10116 GN=Stat1 PE=2 SV=1;tr|A0A0G2JX93|A0A0",87.249,749,"749;749;1083;1165;712",52.099,55636000,109720000,110710000,137220000,81191000,1.19e+08,124280000,103890000,144420000,40379000,1464100,2887500,2913400,3611100,2136600,3131500,3270600,2733900,3800600,1062600,94519000,126790000,144940000,125990000,123890000,160770000,167910000,188610000,203480000,152250000,9,12,10,19,13,19,17,20,21,12
"Q6AYS3",-0.524323244320742,6.83913814194984,16.6274516901507,4.54878515683024e-05,0.000337032351704384,"Q6AYS3",NA,"Ctsa","tr|Q6AYS3|Q6AYS3_RAT Carboxypeptidase OS=Rattus norvegicus OX=10116 GN=Ctsa PE=1 SV=1",51.215,456,"456",45.001,305410000,286020000,204980000,171470000,179440000,85466000,103030000,64007000,65922000,30874000,16074000,15054000,10788000,9024500,9444100,4498200,5422900,3368800,3469600,1625000,173160000,177110000,166270000,172690000,160690000,117790000,114320000,115570000,127510000,106440000,27,21,22,15,17,10,15,11,8,7
"F1LLX7",-0.522344886344741,6.18865403513442,16.5028848764895,4.85761079214429e-05,0.000358401871890982,"F1LLX7",NA,"Sfrp1","tr|F1LLX7|F1LLX7_RAT Secreted frizzled-related protein 1 OS=Rattus norvegicus OX=10116 GN=Sfrp1 PE=4 SV=1",35.351,313,"313;158",15.353,174520000,177070000,134980000,122070000,124860000,37520000,31059000,34454000,37331000,33378000,12466000,12648000,9641200,8719500,8918900,2680000,2218500,2461000,2666500,2384100,119720000,102300000,101510000,109720000,107890000,69684000,67677000,85220000,74645000,73434000,14,13,13,9,10,5,3,4,8,8
"Q6PDU7",-0.521615216245984,6.85679991908787,16.4570619831949,4.97644577697978e-05,0.000365633421940439,"Q6PDU7","ATP synthase subunit g, mitochondrial","Atp5l","sp|Q6PDU7|ATP5L_RAT ATP synthase subunit g, mitochondrial OS=Rattus norvegicus OX=10116 GN=Atp5mg PE=1 SV=2",11.433,103,"103",44.512,348580000,274790000,2.93e+08,196150000,222880000,73766000,103340000,126350000,74241000,73058000,58097000,45798000,48833000,32692000,37146000,12294000,17223000,21058000,12373000,12176000,203860000,138970000,216470000,145810000,155040000,93390000,114990000,124290000,132130000,124590000,19,16,21,10,14,11,9,10,7,6
"M0R4L7;G3V9C7;G3V8B3;D3ZWM5;A0A0G2JXE0;D3ZNH4;A0A0G2JXI9;Q00715;D3ZLY9;A0A0G2K7R1",-0.520555994835121,13.0537331194343,16.3906562901942,5.15386663536216e-05,0.000377091242153998,"M0R4L7","Histone H2B;Histone H2B type 1","Hist1h2bl;Hist1h2bk;LOC100910200;Hist1h2bb;Hist1h2bo;Hist1h2bh","tr|M0R4L7|M0R4L7_RAT Histone H2B OS=Rattus norvegicus OX=10116 GN=Hist1h2bl PE=3 SV=1;tr|G3V9C7|G3V9C7_RAT Histone H2B OS=Rattus norvegicus OX=10116 GN=Hist1h2bk PE=3 SV=1;tr|G3V8B3|G3V8B3_RAT Histone H2B OS=Rattus norvegicus OX=10116 GN=Hist1h2bq PE=3 SV=",13.91,126,"126;126;126;126;126;138;138;125;126;118",323.31,3.7786e+10,2.1603e+10,1.4781e+10,9882200000,9929700000,8297600000,5520600000,4905700000,4119300000,4798800000,5.398e+09,3086100000,2111600000,1411700000,1418500000,1185400000,788660000,700810000,588470000,685540000,1.6775e+10,9020100000,1.6098e+10,1.0579e+10,1.0622e+10,1.0251e+10,7246200000,7250700000,7271700000,1.1097e+10,336,262,343,297,229,273,251,243,230,240
"Q3B8Q0;M0R8A4;M0R7M8",0.5199341108365,6.87919065156712,16.3517212139404,5.26083621556563e-05,0.000383320680271089,"Q3B8Q0","Microtubule-associated protein RP/EB family member 2","Mapre2;LOC100911918","sp|Q3B8Q0|MARE2_RAT Microtubule-associated protein RP/EB family member 2 OS=Rattus norvegicus OX=10116 GN=Mapre2 PE=1 SV=1;tr|M0R8A4|M0R8A4_RAT Uncharacterized protein OS=Rattus norvegicus OX=10116 PE=4 SV=2;tr|M0R7M8|M0R7M8_RAT Uncharacterized protein OS=",36.988,326,"326;247;329",121.86,242410000,209200000,118110000,153680000,128160000,160520000,135570000,130200000,108120000,45373000,15151000,13075000,7382000,9604700,8009900,10032000,8473300,8137400,6757500,2835800,123920000,121920000,97533000,129930000,135150000,160880000,181430000,193900000,190160000,133570000,21,15,15,14,11,19,10,10,8,8
"P04785",0.519730042281257,10.7094504178326,16.3389617666319,5.29637478626842e-05,0.000383944712433244,"P04785","Protein disulfide-isomerase","P4hb","sp|P04785|PDIA1_RAT Protein disulfide-isomerase OS=Rattus norvegicus OX=10116 GN=P4hb PE=1 SV=2",56.951,509,"509",323.31,1574700000,2249200000,1553300000,1512100000,1262100000,1864600000,2129300000,1904800000,1782300000,1261800000,49209000,70288000,48542000,47253000,39441000,58269000,66542000,59526000,55695000,39430000,2396600000,1786800000,1686400000,1363200000,1432400000,2606300000,2.591e+09,2621200000,2196300000,2196800000,61,92,79,73,76,85,97,95,92,107
