"Majority protein IDs","logFC","logCPM","LR","PValue","FDR","Protein IDs","Protein names","Gene names","Fasta headers","Mol. weight [kDa]","Intensity","Intensity C1","Intensity C2","Intensity C3","Intensity C4","Intensity C5","Intensity R1","Intensity R2","Intensity R3","Intensity R4","Intensity R5","iBAQ C1","iBAQ C2","iBAQ C3","iBAQ C4","iBAQ C5","iBAQ R1","iBAQ R2","iBAQ R3","iBAQ R4","iBAQ R5","LFQ intensity C1","LFQ intensity C2","LFQ intensity C3","LFQ intensity C4","LFQ intensity C5","LFQ intensity R1","LFQ intensity R2","LFQ intensity R3","LFQ intensity R4","LFQ intensity R5","MS/MS count C1","MS/MS count C2","MS/MS count C3","MS/MS count C4","MS/MS count C5","MS/MS count R1","MS/MS count R2","MS/MS count R3","MS/MS count R4","MS/MS count R5"
"P62963;CON__P02584",25.7365462319076,6.56325736586131,81.7491117485635,1.54506010264609e-19,4.89688169608869e-19,"P62963;CON__P02584","Profilin-1","Pfn1","sp|P62963|PROF1_RAT Profilin-1 OS=Rattus norvegicus OX=10116 GN=Pfn1 PE=1 SV=2;",14.957,62637000,0,17838000,0,0,0,0,0,16469000,13530000,14800000,0,1982000,0,0,0,0,0,1829900,1503300,1644400,0,0,0,0,0,0,0,13941000,12354000,13112000,0,1,0,0,0,0,0,2,2,3
"P68255",25.6836128872355,6.51032405249154,81.6573828697867,1.61846089955474e-19,4.89688169608869e-19,"P68255","14-3-3 protein theta","Ywhaq","sp|P68255|1433T_RAT 14-3-3 protein theta OS=Rattus norvegicus OX=10116 GN=Ywhaq PE=1 SV=1",27.778,53725000,0,0,0,0,0,0,0,13288000,9386100,31051000,0,0,0,0,0,0,0,949140,670440,2217900,0,0,0,0,0,0,0,20083000,0,18682000,1,2,0,0,0,0,0,4,3,5
"Q5U328;P13383;C1KE06;Q9QZX1",25.7327691620271,6.559480299106,81.7425658958277,1.55018588673067e-19,4.89688169608869e-19,"Q5U328;P13383;C1KE06;Q9QZX1","Nucleolin","Ncl;NRP","tr|Q5U328|Q5U328_RAT Nucleolin OS=Rattus norvegicus OX=10116 GN=Ncl PE=1 SV=1;sp|P13383|NUCL_RAT Nucleolin OS=Rattus norvegicus OX=10116 GN=Ncl PE=1 SV=3;tr|C1KE06|C1KE06_RAT Nucleolin-like protein OS=Rattus norvegicus OX=10116 PE=2 SV=1;tr|Q9QZX1|Q9QZX1_R",77.276,53282000,0,0,0,0,0,0,0,23260000,6984600,23038000,0,0,0,0,0,0,0,664570,199560,658220,0,0,0,0,0,0,0,19691000,0,20455000,0,1,0,0,0,0,0,3,2,3
"A0A0G2K013;A0A0G2K5U9;Q9QXQ0;Q99MI8;Q6GMN8;Q62744;Q6T487;Q9Z1P2",25.4916279944781,6.31833927855467,81.3246923587987,1.91518627550443e-19,5.50679292040596e-19,"A0A0G2K013;A0A0G2K5U9;Q9QXQ0;Q99MI8;Q6GMN8;Q62744;Q6T487;Q9Z1P2","Alpha-actinin-4;Alpha-actinin-1","Actn4;Actn1","tr|A0A0G2K013|A0A0G2K013_RAT Alpha-actinin-4 OS=Rattus norvegicus OX=10116 GN=Actn4 PE=1 SV=1;tr|A0A0G2K5U9|A0A0G2K5U9_RAT Alpha-actinin-4 OS=Rattus norvegicus OX=10116 GN=Actn4 PE=1 SV=1;sp|Q9QXQ0|ACTN4_RAT Alpha-actinin-4 OS=Rattus norvegicus OX=10116 GN",102.97,38004000,0,0,0,0,0,0,0,17404000,10443000,10157000,0,0,0,0,0,0,0,316440,189870,184670,0,0,0,0,0,0,0,13677000,9317900,10287000,0,0,0,0,0,0,0,2,4,2
"F1LVL2",25.4121721988886,6.23888353861156,81.1870024777397,2.05338041099883e-19,5.50679292040596e-19,"F1LVL2",NA,"Icoslg","tr|F1LVL2|F1LVL2_RAT Inducible T-cell co-stimulator ligand OS=Rattus norvegicus OX=10116 GN=Icoslg PE=1 SV=3",34.848,56087000,0,0,0,0,0,0,6874800,18189000,12138000,18886000,0,0,0,0,0,0,404400,1069900,713990,1110900,0,0,0,0,0,0,0,15286000,0,16877000,0,0,0,0,0,2,1,2,2,2
"P25113",25.4249414570692,6.25165278783347,81.2091303711241,2.03051687128607e-19,5.50679292040596e-19,"P25113;P16290","Phosphoglycerate mutase 1","Pgam1","sp|P25113|PGAM1_RAT Phosphoglycerate mutase 1 OS=Rattus norvegicus OX=10116 GN=Pgam1 PE=1 SV=4",28.832,68206000,0,16029000,0,0,1597600,0,0,19008000,13149000,18423000,0,1233000,0,0,122890,0,0,1462100,1011500,1417200,0,0,0,0,0,0,0,15391000,0,17059000,0,1,0,0,1,0,0,2,2,3
"P33436;E9PSM5",25.47724709602,6.30395838890591,81.2997710162091,1.93949038282756e-19,5.50679292040596e-19,"P33436;E9PSM5","72 kDa type IV collagenase;PEX","Mmp2","sp|P33436|MMP2_RAT 72 kDa type IV collagenase OS=Rattus norvegicus OX=10116 GN=Mmp2 PE=1 SV=2;tr|E9PSM5|E9PSM5_RAT 72 kDa type IV collagenase OS=Rattus norvegicus OX=10116 GN=Mmp2 PE=1 SV=3",74.149,52608000,0,12117000,0,0,0,0,0,4250000,16150000,20091000,0,390870,0,0,0,0,0,137100,520960,648110,0,0,0,0,0,0,0,0,20286000,12197000,3,2,0,1,1,0,0,2,4,6
"P62329;A0A0G2K021;M0R7Y9",25.4531139465928,6.27982525796348,81.257950576737,1.98097027271618e-19,5.50679292040596e-19,"P62329;A0A0G2K021;M0R7Y9","Thymosin beta-4;Hematopoietic system regulatory peptide","Tmsb4x","sp|P62329|TYB4_RAT Thymosin beta-4 OS=Rattus norvegicus OX=10116 GN=Tmsb4x PE=1 SV=2;tr|A0A0G2K021|A0A0G2K021_RAT Thymosin beta OS=Rattus norvegicus OX=10116 PE=3 SV=1;tr|M0R7Y9|M0R7Y9_RAT Thymosin beta OS=Rattus norvegicus OX=10116 PE=3 SV=2",5.0526,129430000,14625000,16273000,4526000,11551000,9104400,6476100,17625000,17444000,11087000,20715000,7312400,8136700,2263000,5775600,4552200,3238000,8812500,8721900,5543700,10358000,0,0,0,0,0,0,0,13976000,0,19173000,3,1,2,3,2,3,2,2,1,2
"G3V7C6;Q6P9T8;B4F7C2",25.314985668409,6.14169707756084,81.0185875945396,2.23604567830226e-19,5.86340866754814e-19,"G3V7C6;Q6P9T8;B4F7C2","Tubulin beta-4B chain","Tubb4b;Tubb4a","tr|G3V7C6|G3V7C6_RAT Tubulin beta chain OS=Rattus norvegicus OX=10116 GN=Tubb4b PE=1 SV=2;sp|Q6P9T8|TBB4B_RAT Tubulin beta-4B chain OS=Rattus norvegicus OX=10116 GN=Tubb4b PE=1 SV=1;tr|B4F7C2|B4F7C2_RAT Tubulin beta chain OS=Rattus norvegicus OX=10116 GN=T",61.186,45141000,0,7078800,0,0,0,0,0,5074400,8437300,24551000,0,337080,0,0,0,0,0,241640,401770,1169100,0,0,0,0,0,0,0,0,13637000,15770000,0,2,0,0,0,0,0,2,4,5
"M0R4B6;B2RYU2;A0A140TAC5;P23358;D3ZJE2;D4A8N3",24.8033624859649,5.63007435741422,80.1319929799207,3.50215752148974e-19,8.98379538121281e-19,"M0R4B6;B2RYU2;A0A140TAC5;P23358;D3ZJE2;D4A8N3","60S ribosomal protein L12","Rpl12;Rpl12-ps1;RGD1563956","tr|M0R4B6|M0R4B6_RAT RCG64424 OS=Rattus norvegicus OX=10116 GN=LOC102555453 PE=3 SV=1;tr|B2RYU2|B2RYU2_RAT RCG45615, isoform CRA_a OS=Rattus norvegicus OX=10116 GN=Rpl12 PE=2 SV=1;tr|A0A140TAC5|A0A140TAC5_RAT 60S ribosomal protein L12 OS=Rattus norvegicus",17.865,32282000,0,5131300,0,0,0,0,0,4168000,10529000,12454000,0,570150,0,0,0,0,0,463110,1169900,1383700,0,0,0,0,0,0,0,0,9800200,10807000,0,1,0,0,0,0,0,2,2,2
"P19945",24.6494437440953,5.47615578977004,79.8652660207588,4.00831309383568e-19,1.0063424363247e-18,"P19945","60S acidic ribosomal protein P0","Rplp0","sp|P19945|RLA0_RAT 60S acidic ribosomal protein P0 OS=Rattus norvegicus OX=10116 GN=Rplp0 PE=1 SV=2",34.215,39774000,0,5011200,0,0,0,2554800,6283200,5357700,11638000,8929800,0,385470,0,0,0,196530,483330,412130,895200,686910,0,0,0,0,0,0,0,0,9091000,9407000,0,1,0,0,0,1,1,1,3,2
"Q9JI92",24.6086910829756,5.43540317651869,79.7946454277148,4.15416999708097e-19,1.02123345761574e-18,"Q9JI92","Syntenin-1","Sdcbp","sp|Q9JI92|SDCB1_RAT Syntenin-1 OS=Rattus norvegicus OX=10116 GN=Sdcbp PE=1 SV=1",32.423,33743000,0,0,0,0,0,0,0,11132000,9053500,13557000,0,0,0,0,0,0,0,1236900,1005900,1506300,0,0,0,0,0,0,0,9314000,8386600,0,0,1,0,0,0,0,0,2,3,5
"P35213-2;P35213;A0A0G2K2B8;P68511",24.3321881858302,5.15890065370868,79.3154908949739,5.29429614568784e-19,1.27495294936972e-18,"P35213-2;P35213;A0A0G2K2B8;P68511","14-3-3 protein beta/alpha;14-3-3 protein beta/alpha, N-terminally processed;14-3-3 protein eta","Ywhab;Ywhah","sp|P35213-2|1433B_RAT Isoform Short of 14-3-3 protein beta/alpha OS=Rattus norvegicus OX=10116 GN=Ywhab;sp|P35213|1433B_RAT 14-3-3 protein beta/alpha OS=Rattus norvegicus OX=10116 GN=Ywhab PE=1 SV=3;tr|A0A0G2K2B8|A0A0G2K2B8_RAT 14-3-3 protein eta OS=Rattus",27.822,34744000,2799000,7179000,3561500,0,0,0,0,8483700,8169400,4551600,199930,512780,254390,0,0,0,0,605980,583530,325110,0,0,0,0,0,0,0,8381500,6263900,0,1,2,1,0,0,0,0,3,3,1
"E9PSP1",24.0591919637248,4.88590487987121,78.8424123526857,6.72673061324418e-19,1.58750842472563e-18,"E9PSP1",NA,"Pltp","tr|E9PSP1|E9PSP1_RAT Phospholipid transfer protein OS=Rattus norvegicus OX=10116 GN=Pltp PE=1 SV=1",54.45,17285000,0,0,0,0,0,0,0,3643600,7025300,6616200,0,0,0,0,0,0,0,165620,319330,300740,0,0,0,0,0,0,0,0,6459500,5791800,0,0,0,0,0,0,0,1,4,3
"M0RBF1;M0RBJ7;P01026",8.12730200526965,14.9483997221624,10.6358342253121,0.00110917238603605,0.00256632042259323,"M0RBF1;M0RBJ7;P01026","Complement C3;Complement C3 beta chain;C3-beta-c;Complement C3 alpha chain;C3a anaphylatoxin;Acylation stimulating protein;Complement C3b alpha chain;Complement C3c alpha chain fragment 1;Complement C3dg fragment;Complement C3g fragment;Complement C3d fragment;Complement C3f fragment;Complement C3c alpha chain fragment 2","C3","tr|M0RBF1|M0RBF1_RAT Complement C3 OS=Rattus norvegicus OX=10116 GN=C3 PE=1 SV=1;tr|M0RBJ7|M0RBJ7_RAT Complement C3 OS=Rattus norvegicus OX=10116 GN=C3 PE=1 SV=1;sp|P01026|CO3_RAT Complement C3 OS=Rattus norvegicus OX=10116 GN=C3 PE=1 SV=3",186.32,1.3964e+10,36067000,78186000,14702000,31697000,24722000,1807200000,1861400000,3526800000,3.357e+09,3226200000,357100,774110,145560,313830,244770,17893000,18430000,34919000,33238000,31942000,0,44242000,0,0,0,2193800000,2558600000,2695400000,2578700000,2610600000,5,3,3,3,3,164,157,161,170,172
"P06238",3.88146047789189,10.6926354362477,3.58863111584687,0.058176145951949,0.132015100429423,"P06238;Q5D178;Q5FX35;Q5D1M8;Q63335;D4AA52;A0A0G2K926;P14046;Q6LDG8;Q9JMK6","Alpha-2-macroglobulin","A2m","sp|P06238|A2MG_RAT Alpha-2-macroglobulin OS=Rattus norvegicus OX=10116 GN=A2m PE=2 SV=2",163.78,757980000,4128300,45901000,0,0,0,8823000,59430000,226350000,198100000,215250000,53614,596120,0,0,0,114580,771810,2939600,2572800,2795500,0,41294000,0,0,0,0,125220000,181540000,159610000,162650000,1,6,0,0,0,5,13,29,37,30
"M0R4L7;G3V9C7;G3V8B3;D3ZWM5;D3ZLY9;A0A0G2JXE0;D3ZNH4;A0A0G2JXI9;Q00715;A0A0G2K7R1;M0RBQ5;D4A817;D3ZNZ9",2.60753041579693,10.8271551575923,1.81245533594779,0.178213969729259,0.39503086828217,"M0R4L7;G3V9C7;G3V8B3;D3ZWM5;D3ZLY9;A0A0G2JXE0;D3ZNH4;A0A0G2JXI9;Q00715;A0A0G2K7R1;M0RBQ5;D4A817;D3ZNZ9;Q00729","Histone H2B;Histone H2B type 1","Hist1h2bl;Hist1h2bk;LOC100910200;Hist1h2bb;Hist1h2bh;Hist1h2bo;Hist3h2bb;LOC100912338;Hist3h2ba","tr|M0R4L7|M0R4L7_RAT Histone H2B OS=Rattus norvegicus OX=10116 GN=Hist1h2bl PE=3 SV=1;tr|G3V9C7|G3V9C7_RAT Histone H2B OS=Rattus norvegicus OX=10116 GN=Hist1h2bk PE=3 SV=1;tr|G3V8B3|G3V8B3_RAT Histone H2B OS=Rattus norvegicus OX=10116 GN=Hist1h2bq PE=3 SV=",13.91,1062600000,63503000,23038000,18995000,0,14710000,38213000,30217000,283050000,285200000,305650000,9071800,3291200,2713500,0,2101400,5459000,4316800,40435000,40743000,43664000,87782000,0,0,0,0,0,0,213190000,218420000,218100000,4,4,2,3,2,7,5,8,11,9
"M0R757;P62630;F1M6C2",2.59043627415318,10.7871017646003,1.79122616727306,0.180776838027434,0.39503086828217,"M0R757;P62630;F1M6C2;P62632","Elongation factor 1-alpha;Elongation factor 1-alpha 1","LOC100360413;Eef1a1;LOC100360150","tr|M0R757|M0R757_RAT Elongation factor 1-alpha OS=Rattus norvegicus OX=10116 GN=LOC100360413 PE=3 SV=1;sp|P62630|EF1A1_RAT Elongation factor 1-alpha 1 OS=Rattus norvegicus OX=10116 GN=Eef1a1 PE=2 SV=1;tr|F1M6C2|F1M6C2_RAT Tr-type G domain-containing protei",50.107,765500000,35012000,57702000,0,0,13267000,72859000,66664000,183160000,164380000,172460000,1667200,2747700,0,0,631740,3469500,3174500,8721700,7827800,8212400,46074000,46023000,0,0,0,87453000,82023000,134890000,156940000,152790000,4,10,0,0,3,6,6,14,15,14
"A0A096P6L8;P04937;P04937-3;F1LST1;P04937-2;P04937-4",2.55934767553978,11.6418850213527,1.75283735356285,0.185520434751616,0.397718896907732,"A0A096P6L8;P04937;P04937-3;F1LST1;P04937-2;P04937-4;Q6LC76;P97624;Q9Z1G8","Fibronectin;Anastellin","Fn1","tr|A0A096P6L8|A0A096P6L8_RAT Fibronectin OS=Rattus norvegicus OX=10116 GN=Fn1 PE=1 SV=2;sp|P04937|FINC_RAT Fibronectin OS=Rattus norvegicus OX=10116 GN=Fn1 PE=1 SV=2;sp|P04937-3|FINC_RAT Isoform 3 of Fibronectin OS=Rattus norvegicus OX=10116 GN=Fn1;tr|F1LS",272.44,1438200000,55434000,174660000,17673000,7576200,7985500,101200000,65834000,271740000,409160000,326910000,513280,1617200,163640,70150,73940,937060,609580,2516100,3788600,3026900,59396000,81525000,25935000,0,0,140250000,108090000,205410000,353640000,303980000,13,17,5,2,3,20,17,44,59,44
"B5DEN4;P04642;Q6P9U7",2.53858207760903,7.15632877949635,1.72736351865812,0.188747951074856,0.397718896907732,"B5DEN4;P04642;Q6P9U7","L-lactate dehydrogenase;L-lactate dehydrogenase A chain","Ldha","tr|B5DEN4|B5DEN4_RAT L-lactate dehydrogenase OS=Rattus norvegicus OX=10116 GN=Ldha PE=1 SV=1;sp|P04642|LDHA_RAT L-lactate dehydrogenase A chain OS=Rattus norvegicus OX=10116 GN=Ldha PE=1 SV=1;tr|Q6P9U7|Q6P9U7_RAT L-lactate dehydrogenase OS=Rattus norvegicu",36.45,70789000,0,8279200,0,0,0,0,0,30882000,13489000,18139000,0,459950,0,0,0,0,0,1715700,749390,1007700,0,8225100,0,0,0,0,0,21300000,12970000,16577000,0,2,0,0,0,0,0,4,3,4
"P68370;A0A0H2UHM7;Q6AYZ1;Q68FR8",2.47455938574158,10.9226149580571,1.64961677878105,0.199011097571097,0.411987886199815,"P68370;A0A0H2UHM7;Q6AYZ1;Q68FR8;Q6AY56;F1LUM5","Tubulin alpha-1A chain;Tubulin alpha-1C chain;Tubulin alpha-3 chain","Tuba1a;Tuba1c;Tuba3a","sp|P68370|TBA1A_RAT Tubulin alpha-1A chain OS=Rattus norvegicus OX=10116 GN=Tuba1a PE=1 SV=1;tr|A0A0H2UHM7|A0A0H2UHM7_RAT Tubulin alpha chain OS=Rattus norvegicus OX=10116 GN=LOC100909441 PE=3 SV=1;sp|Q6AYZ1|TBA1C_RAT Tubulin alpha-1C chain OS=Rattus norve",50.135,981890000,26867000,138150000,12137000,15503000,14590000,19973000,73808000,213890000,245390000,221580000,1279400,6578400,577930,738220,694770,951080,3514600,10185000,11685000,10551000,30672000,81089000,0,0,0,0,1.21e+08,173670000,185030000,189390000,4,9,1,3,2,4,8,21,26,17
"P07151",2.42665298469881,9.80389503060407,1.59227749393509,0.20700104505397,0.421140057178767,"P07151","Beta-2-microglobulin","B2m","sp|P07151|B2MG_RAT Beta-2-microglobulin OS=Rattus norvegicus OX=10116 GN=B2m PE=1 SV=1",13.72,583940000,29011000,97431000,0,14595000,16354000,26191000,37349000,90485000,113970000,158550000,4835200,16239000,0,2432500,2725600,4365200,6224800,15081000,18995000,26425000,0,55045000,0,0,0,0,0,95885000,107020000,110960000,1,4,1,2,1,2,4,4,5,10
"D4A4S3;P63018;M0RCB1;M0R8M9;F1LZI1;A0A0G2JVI3",2.31317612338422,9.58491557383713,1.45939428859877,0.227026520350544,0.452863716974645,"D4A4S3;P63018;M0RCB1;M0R8M9;F1LZI1;A0A0G2JVI3;A0A0G2JUT0;P14659;P55063;P0DMW1;P0DMW0;P06761;Q7M081;A0A1Y2AMY3","Heat shock cognate 71 kDa protein","Hspa8;LOC102549957;LOC680121","tr|D4A4S3|D4A4S3_RAT Heat shock cognate 71 kDa protein OS=Rattus norvegicus OX=10116 GN=Hspa8 PE=3 SV=3;sp|P63018|HSP7C_RAT Heat shock cognate 71 kDa protein OS=Rattus norvegicus OX=10116 GN=Hspa8 PE=1 SV=1;tr|M0RCB1|M0RCB1_RAT Uncharacterized protein OS=R",70.726,403750000,13705000,77399000,0,0,0,0,0,126980000,94045000,91612000,415310,2345400,0,0,0,0,0,3848000,2849800,2776100,0,50515000,0,0,0,0,0,98708000,84689000,82768000,2,8,1,0,1,5,2,17,11,13
"Q6P7A4;P10960;F7EPE0",2.29560290620615,11.7204475847843,1.43919478237773,0.230269686597277,0.452863716974645,"Q6P7A4;P10960;F7EPE0","Sulfated glycoprotein 1","Psap","tr|Q6P7A4|Q6P7A4_RAT Prosaposin OS=Rattus norvegicus OX=10116 GN=Psap PE=2 SV=1;sp|P10960|SAP_RAT Prosaposin OS=Rattus norvegicus OX=10116 GN=Psap PE=1 SV=1;tr|F7EPE0|F7EPE0_RAT Prosaposin OS=Rattus norvegicus OX=10116 GN=Psap PE=1 SV=2",61.039,1463400000,26625000,159210000,2799800,2483100,13682000,141990000,129470000,398770000,287550000,300800000,887490,5307100,93325,82770,456060,4732900,4315800,13292000,9585200,10027000,52033000,121410000,0,0,35117000,179040000,178730000,277960000,241120000,255770000,3,12,1,2,2,13,14,25,19,20
"Q3KRE8;P85108",1.98108079745101,11.0035025137748,1.096134558934,0.295115974748114,0.570880082299631,"Q3KRE8;P85108","Tubulin beta-2B chain;Tubulin beta-2A chain","Tubb2b;Tubb2a","sp|Q3KRE8|TBB2B_RAT Tubulin beta-2B chain OS=Rattus norvegicus OX=10116 GN=Tubb2b PE=1 SV=1;sp|P85108|TBB2A_RAT Tubulin beta-2A chain OS=Rattus norvegicus OX=10116 GN=Tubb2a PE=1 SV=1",49.953,972940000,43356000,150280000,16112000,15164000,13399000,58245000,79971000,208180000,153770000,234470000,2167800,7513900,805600,758220,669970,2912200,3998600,10409000,7688500,11723000,64038000,89572000,0,0,0,93416000,114010000,145530000,146400000,162070000,6,13,2,4,4,6,11,16,16,20
"Q6P7S6;G3V836;P05371",1.92281739459541,14.0161872252075,1.03664374540271,0.308603334660178,0.587341830482274,"Q6P7S6;G3V836;P05371;O35510;A0A0G2KB42;Q9ERD1","Clusterin;Clusterin;Clusterin beta chain;Clusterin alpha chain","Clu","tr|Q6P7S6|Q6P7S6_RAT Clusterin OS=Rattus norvegicus OX=10116 GN=Clu PE=2 SV=1;tr|G3V836|G3V836_RAT Clusterin OS=Rattus norvegicus OX=10116 GN=Clu PE=1 SV=1;sp|P05371|CLUS_RAT Clusterin OS=Rattus norvegicus OX=10116 GN=Clu PE=1 SV=2",51.464,6983600000,218890000,307150000,107380000,129320000,123870000,909300000,884170000,1508500000,1398800000,1396300000,11521000,16166000,5651600,6806300,6519400,47858000,46535000,79394000,73620000,73488000,281260000,219360000,234200000,210020000,214240000,953480000,971290000,1102100000,1122500000,1118400000,17,14,13,11,9,53,61,36,53,47
"A0A0G2JSH9;P35704",1.86859937645472,8.0580461770741,0.982495120373201,0.321583576528574,0.596382509725345,"A0A0G2JSH9;P35704","Peroxiredoxin-2","Prdx2","tr|A0A0G2JSH9|A0A0G2JSH9_RAT Peroxiredoxin OS=Rattus norvegicus OX=10116 GN=Prdx2 PE=1 SV=1;sp|P35704|PRDX2_RAT Peroxiredoxin-2 OS=Rattus norvegicus OX=10116 GN=Prdx2 PE=1 SV=3",21.797,154610000,20484000,26730000,0,0,0,0,0,33973000,42260000,31160000,1575700,2056200,0,0,0,0,0,2613300,3250800,2397000,0,22497000,0,0,0,0,0,31079000,29907000,25972000,1,2,0,0,0,0,0,5,7,7
"P55051",1.86089841494288,11.019074623514,0.974897846877639,0.323461700190018,0.596382509725345,"P55051","Fatty acid-binding protein, brain","Fabp7","sp|P55051|FABP7_RAT Fatty acid-binding protein, brain OS=Rattus norvegicus OX=10116 GN=Fabp7 PE=1 SV=2",14.864,867550000,167250000,0,18007000,17160000,14009000,21852000,119480000,173810000,182320000,153660000,23893000,0,2572400,2451500,2001300,3121700,17069000,24830000,26046000,21951000,153570000,0,0,0,0,109750000,165110000,111250000,127280000,135390000,9,2,3,3,6,7,5,7,11,8
"A0A0G2K506;Q1PBJ1;P70490",-1.71290316944189,9.5414560762975,0.833703162482223,0.361203902073632,0.654486005059879,"A0A0G2K506;Q1PBJ1;P70490","Lactadherin","Mfge8","tr|A0A0G2K506|A0A0G2K506_RAT Lactadherin OS=Rattus norvegicus OX=10116 GN=Mfge8 PE=1 SV=1;tr|Q1PBJ1|Q1PBJ1_RAT Lactadherin OS=Rattus norvegicus OX=10116 GN=Mfge8 PE=1 SV=1;sp|P70490|MFGM_RAT Lactadherin OS=Rattus norvegicus OX=10116 GN=Mfge8 PE=2 SV=1",51.143,359660000,35406000,128930000,19974000,26426000,6964200,14629000,12943000,37876000,54461000,22051000,1686000,6139600,951140,1258400,331630,696600,616340,1803600,2593400,1050100,45012000,64265000,42212000,44954000,0,0,0,21636000,28221000,22404000,8,14,7,3,4,1,2,5,7,5
"F1M7L6;P47868",1.6946883170259,8.89418003806035,0.816966983685134,0.366068443508068,0.654486005059879,"F1M7L6;P47868","Secretogranin-3","Scg3","tr|F1M7L6|F1M7L6_RAT Secretogranin III, isoform CRA_a OS=Rattus norvegicus OX=10116 GN=Scg3 PE=1 SV=2;sp|P47868|SCG3_RAT Secretogranin-3 OS=Rattus norvegicus OX=10116 GN=Scg3 PE=1 SV=1",53.252,309640000,18091000,63893000,0,13822000,12460000,10569000,8319200,55396000,59537000,67552000,695820,2457400,0,531620,479240,406500,319970,2130600,2289900,2598100,0,44094000,0,0,0,0,0,50869000,45786000,55056000,2,6,0,2,2,3,2,6,6,7
"P30121",1.63876910854534,8.0296501259767,0.766487550276196,0.381305854866599,0.671553595138189,"P30121","Metalloproteinase inhibitor 2","Timp2","sp|P30121|TIMP2_RAT Metalloproteinase inhibitor 2 OS=Rattus norvegicus OX=10116 GN=Timp2 PE=1 SV=3",24.356,135710000,0,36817000,0,0,0,0,0,28350000,31360000,39185000,0,3347000,0,0,0,0,0,2577300,2850900,3562200,0,24942000,0,0,0,0,0,27428000,26834000,28138000,0,3,0,0,0,0,0,5,6,6
"A0A0G2K793;P34058",1.54936296788625,10.4486190464847,0.688658803658797,0.406620946253866,0.695380748666031,"A0A0G2K793;P34058;D3ZXC7","Heat shock protein HSP 90-beta","Hsp90ab1","tr|A0A0G2K793|A0A0G2K793_RAT Heat shock protein HSP 90-beta OS=Rattus norvegicus OX=10116 GN=Hsp90ab1 PE=1 SV=1;sp|P34058|HS90B_RAT Heat shock protein HSP 90-beta OS=Rattus norvegicus OX=10116 GN=Hsp90ab1 PE=1 SV=4",80.021,789700000,38330000,160740000,0,18481000,24266000,27393000,20366000,132660000,181840000,185620000,1161500,4870900,0,560030,735340,830090,617160,4020100,5510300,5625000,45643000,87459000,0,0,0,0,0,129700000,132190000,173310000,4,10,2,4,2,2,4,16,21,20
"G3V8G4;P55068;A0A0G2JYH8;P55068-2",-1.55715527261967,10.2901908310142,0.695298457462101,0.404368004650818,0.695380748666031,"G3V8G4;P55068;A0A0G2JYH8;P55068-2","Brevican core protein","Bcan","tr|G3V8G4|G3V8G4_RAT Brevican core protein OS=Rattus norvegicus OX=10116 GN=Bcan PE=1 SV=1;sp|P55068|PGCB_RAT Brevican core protein OS=Rattus norvegicus OX=10116 GN=Bcan PE=1 SV=2;tr|A0A0G2JYH8|A0A0G2JYH8_RAT Brevican core protein OS=Rattus norvegicus OX=1",96,541910000,82016000,192690000,38536000,51647000,16447000,0,0,38035000,81597000,40944000,2000400,4699800,939910,1259700,401160,0,0,927680,1990200,998630,80484000,83494000,70007000,83877000,0,0,0,40038000,48063000,43918000,10,15,5,5,3,1,0,4,12,7
"P06302;Q63453;Q63452",1.51595956744816,6.06852098297745,0.66051583116257,0.416377894543527,0.701744687329366,"P06302;Q63453;Q63452","Prothymosin alpha;Prothymosin alpha, N-terminally processed;Thymosin alpha","Ptma;LOC100359583","sp|P06302|PTMA_RAT Prothymosin alpha OS=Rattus norvegicus OX=10116 GN=Ptma PE=1 SV=2;tr|Q63453|Q63453_RAT Prothymosin-alpha (Fragment) OS=Rattus norvegicus OX=10116 PE=2 SV=1;tr|Q63452|Q63452_RAT Prothymosin-alpha (Fragment) OS=Rattus norvegicus OX=10116 P",12.382,47465000,3329400,9208600,3483900,0,0,0,0,17850000,4727900,8865100,1109800,3069500,1161300,0,0,0,0,5950100,1576000,2955000,0,6827500,0,0,0,0,0,9620400,0,11571000,1,5,2,0,0,0,0,3,3,3
"P82995",1.47627992075094,6.74126594070036,0.627746283170268,0.428183199048427,0.701744687329366,"P82995;Q6B437","Heat shock protein HSP 90-alpha","Hsp90aa1","sp|P82995|HS90A_RAT Heat shock protein HSP 90-alpha OS=Rattus norvegicus OX=10116 GN=Hsp90aa1 PE=1 SV=3",84.814,56110000,0,17089000,0,0,0,0,0,7975300,11944000,19103000,0,517840,0,0,0,0,0,241680,361930,578870,0,11107000,0,0,0,0,0,10407000,11371000,10966000,0,2,0,0,0,0,0,3,3,6
"Q6P7Q2;P35053",1.47843895145089,7.33743972848646,0.629509231947409,0.427535387978104,0.701744687329366,"Q6P7Q2;P35053","Glypican-1;Secreted glypican-1","Gpc1","tr|Q6P7Q2|Q6P7Q2_RAT Glypican-1 OS=Rattus norvegicus OX=10116 GN=Gpc1 PE=2 SV=1;sp|P35053|GPC1_RAT Glypican-1 OS=Rattus norvegicus OX=10116 GN=Gpc1 PE=1 SV=1",61.628,82867000,0,19880000,0,0,0,0,0,20409000,22924000,19655000,0,710000,0,0,0,0,0,728890,818700,701950,0,16772000,0,0,0,0,0,15528000,15776000,18342000,2,6,0,0,0,0,0,4,5,7
