"Majority protein IDs","logFC","logCPM","LR","PValue","FDR","Protein ID","Protein names","Gene names","Fasta headers","Mol. weight [kDa]","Sequence length","Sequence lengths","Score","Intensity C1","Intensity C2","Intensity C3","Intensity C4","Intensity C5","Intensity R1","Intensity R2","Intensity R3","Intensity R4","Intensity R5","iBAQ C1","iBAQ C2","iBAQ C3","iBAQ C4","iBAQ C5","iBAQ R1","iBAQ R2","iBAQ R3","iBAQ R4","iBAQ R5","LFQ intensity C1","LFQ intensity C2","LFQ intensity C3","LFQ intensity C4","LFQ intensity C5","LFQ intensity R1","LFQ intensity R2","LFQ intensity R3","LFQ intensity R4","LFQ intensity R5","MS/MS count C1","MS/MS count C2","MS/MS count C3","MS/MS count C4","MS/MS count C5","MS/MS count R1","MS/MS count R2","MS/MS count R3","MS/MS count R4","MS/MS count R5"
"D3ZX87;P62902;D3ZKU5;D4ABZ9;D3ZK34;D3ZU04;D3Z8W1;A0A0G2K7E3;D4ACQ2;D3ZVY6;D3ZZ60;D3ZVF5",-0.343084735148387,8.67272471819683,0.168487148316792,0.681459841431982,0.999996365408252,"D3ZX87","60S ribosomal protein L31","LOC100910017;Rpl31;RGD1564839;Rpl31l4;RGD1565894;LOC102550734;LOC680384;LOC690384;LOC100359986;LOC681356;Rpl31l3","tr|D3ZX87|D3ZX87_RAT Uncharacterized protein OS=Rattus norvegicus OX=10116 PE=4 SV=2;sp|P62902|RL31_RAT 60S ribosomal protein L31 OS=Rattus norvegicus OX=10116 GN=Rpl31 PE=2 SV=1;tr|D3ZKU5|D3ZKU5_RAT Uncharacterized protein OS=Rattus norvegicus OX=10116 PE",16.321,143,"143;125;124;125;117;124;124;125;125;126;125;125;125;125;72;117;124;125;127",99.428,881560000,766690000,743970000,595740000,615520000,599830000,197850000,221180000,319890000,242780000,88156000,76669000,74397000,59574000,61552000,59983000,19785000,22118000,31989000,24278000,564130000,546440000,643360000,489190000,622320000,604580000,272110000,337870000,470090000,542270000,13,10,15,11,9,10,9,7,10,9
"D3ZXA6",0.165100991846897,4.36310813210829,0.0390883380914402,0.8432737580754,0.999996365408252,"D3ZXA6",NA,"Pdpr","tr|D3ZXA6|D3ZXA6_RAT Pyruvate dehydrogenase phosphatase regulatory subunit OS=Rattus norvegicus OX=10116 GN=Pdpr PE=1 SV=1",98.818,878,"878",10.946,18766000,20673000,18333000,15334000,12481000,12684000,15178000,19507000,19944000,18588000,426490,469840,416650,348490,283650,288280,344950,443340,453280,422460,23307000,28579000,24040000,19958000,25922000,21634000,25695000,26350000,33884000,27617000,2,2,3,3,3,3,5,5,4,5
"D3ZXH7",-0.160439846020965,6.72867764800743,0.0369135238321282,0.847641218069198,0.999996365408252,"D3ZXH7",NA,"Alyref","tr|D3ZXH7|D3ZXH7_RAT Aly/REF export factor OS=Rattus norvegicus OX=10116 GN=Alyref PE=1 SV=1",19.915,189,"189",108.41,237770000,254670000,164430000,133380000,165970000,113240000,153190000,33205000,82328000,51817000,26419000,28296000,18270000,14820000,18441000,12582000,17021000,3689400,9147500,5757400,145930000,136010000,130890000,136050000,153610000,125830000,160940000,101400000,109170000,124200000,12,11,11,10,9,9,7,3,10,4
"D3ZXJ5",0.246422656661978,4.72119662255264,0.0870199290912529,0.768000445444089,0.999996365408252,"D3ZXJ5",NA,"Eftud1","tr|D3ZXJ5|D3ZXJ5_RAT Elongation factor-like GTPase 1 OS=Rattus norvegicus OX=10116 GN=Efl1 PE=1 SV=2",125.69,1127,"1127",32.136,16218000,35430000,23935000,42682000,21921000,24125000,23647000,14585000,18220000,15819000,318000,694700,469310,836900,429810,473040,463660,285980,357260,310170,25178000,32131000,32314000,34476000,27256000,32284000,31639000,37149000,37242000,39271000,3,6,2,7,5,4,5,6,5,5
"D3ZXP3",-1.20761791874953,7.23039576097519,2.0340199984301,0.153813294711305,0.999996365408252,"D3ZXP3","Histone H2A","H2afx","tr|D3ZXP3|D3ZXP3_RAT Histone H2A OS=Rattus norvegicus OX=10116 GN=H2afx PE=1 SV=1",15.114,143,"143",125.42,536540000,450630000,169150000,308940000,246740000,41509000,73639000,294450000,7739400,10242000,76649000,64376000,24164000,44135000,35248000,5929800,10520000,42064000,1105600,1463100,348790000,335250000,174490000,241620000,214940000,69456000,149830000,345550000,0,0,23,22,23,22,5,17,15,17,10,12
"D3ZXS8",-0.101229269658607,5.84911558485584,0.014699678433437,0.903499175789586,0.999996365408252,"D3ZXS8",NA,"Ube2k","tr|D3ZXS8|D3ZXS8_RAT Huntingtin interacting protein 2 (Predicted), isoform CRA_a OS=Rattus norvegicus OX=10116 GN=Ube2k PE=1 SV=1",22.406,200,"200",52.883,137240000,128800000,64448000,90435000,84064000,86136000,99290000,25545000,27606000,15332000,11437000,10733000,5370700,7536300,7005300,7178000,8274200,2128800,2300500,1277700,75786000,74866000,71507000,80230000,71931000,86066000,72380000,67885000,63344000,55466000,9,7,6,6,7,7,7,5,3,3
"D3ZXT2;A0A0G2K4D9",-1.02984561986129,4.6287048468311,1.49044987766493,0.222146671908159,0.999996365408252,"D3ZXT2",NA,"Stag2","tr|D3ZXT2|D3ZXT2_RAT Stromal antigen 2 OS=Rattus norvegicus OX=10116 GN=Stag2 PE=1 SV=1;tr|A0A0G2K4D9|A0A0G2K4D9_RAT Stromal antigen 2 OS=Rattus norvegicus OX=10116 GN=Stag2 PE=1 SV=1",141.31,1231,"1231;1268",13.656,30960000,68046000,49957000,57420000,34453000,5898500,7481000,4023000,27203000,4968500,499360,1097500,805760,926130,555700,95137,120660,64887,438750,80137,28506000,47888000,42538000,45710000,43667000,17617000,22935000,0,40082000,20694000,6,10,7,9,6,2,2,0,7,2
"D3ZYD7",-0.201121774466751,4.75408841196718,0.0579897867368463,0.809701846687492,0.999996365408252,"D3ZYD7",NA,"Ccdc88a","tr|D3ZYD7|D3ZYD7_RAT Coiled coil domain-containing 88A OS=Rattus norvegicus OX=10116 GN=Ccdc88a PE=1 SV=3",173.9,1512,"1512",96.544,38683000,49320000,23008000,51709000,31497000,17611000,13915000,14311000,21142000,4763800,508990,648940,302740,680390,414440,231720,183090,188300,278190,62681,33671000,35591000,32513000,41574000,37662000,30825000,32687000,31843000,35080000,25582000,8,6,3,11,8,4,5,4,4,2
"D3ZYK9",-0.00233388629672597,4.98474846157596,7.81527447688002e-06,0.997769451794464,0.999996365408252,"D3ZYK9",NA,"Npm3","tr|D3ZYK9|D3ZYK9_RAT Nucleophosmin/nucleoplasmin, 3 OS=Rattus norvegicus OX=10116 GN=Npm3 PE=1 SV=1",18.917,173,"173",261,78954000,63505000,51982000,36874000,39942000,50437000,20060000,23613000,27330000,14963000,8772600,7056200,5775700,4097100,4438000,5604200,2228900,2623700,3036600,1662500,42703000,38141000,44487000,35440000,38185000,50096000,30473000,38254000,42945000,34497000,5,6,5,4,3,4,2,6,4,3
"D3ZYR0;A0A0G2K860;Q5BMA6",0.22980404286129,4.32721552751596,0.0756905067639728,0.783224755258444,0.999996365408252,"D3ZYR0",NA,"Arhgef12","tr|D3ZYR0|D3ZYR0_RAT Rho guanine nucleotide exchange factor 12 OS=Rattus norvegicus OX=10116 GN=Arhgef12 PE=1 SV=3;tr|A0A0G2K860|A0A0G2K860_RAT Rho guanine nucleotide exchange factor 12 OS=Rattus norvegicus OX=10116 GN=Arhgef12 PE=1 SV=1;tr|Q5BMA6|Q5BMA6_R",158.29,1415,"1415;1532;1546",33.053,13350000,25868000,16947000,33879000,13009000,21791000,8924400,9686600,36053000,4020900,182880,354360,232150,464100,178200,298510,122250,132690,493880,55080,21433000,21832000,19602000,27548000,25447000,23492000,24557000,29286000,36618000,20860000,2,5,3,8,4,7,3,3,7,2
"D3ZYS7",-0.30847183514984,8.58566572825506,0.136266838354086,0.712020852774668,0.999996365408252,"D3ZYS7",NA,"G3bp1","tr|D3ZYS7|D3ZYS7_RAT G3BP stress granule assembly factor 1 OS=Rattus norvegicus OX=10116 GN=G3bp1 PE=1 SV=1",51.786,465,"465;437",166.73,381200000,792050000,590720000,402870000,397210000,387700000,307590000,240770000,334660000,202110000,17327000,36002000,26851000,18312000,18055000,17623000,13981000,10944000,15212000,9186900,482700000,619010000,638980000,371460000,558130000,577300000,502410000,355480000,356090000,337880000,22,36,33,33,39,28,27,30,32,26
"D3ZZ21",-0.184366746596695,5.11109514135089,0.0487366844894126,0.825276300236151,0.999996365408252,"D3ZZ21",NA,"Ndufb6","tr|D3ZZ21|D3ZZ21_RAT NADH dehydrogenase (Ubiquinone) 1 beta subcomplex, 6 (Predicted) OS=Rattus norvegicus OX=10116 GN=Ndufb6 PE=1 SV=1",15.638,128,"128",21.403,81725000,63623000,92211000,44763000,57927000,44593000,10694000,13057000,27018000,31220000,11675000,9089000,13173000,6394700,8275300,6370500,1527700,1865300,3859800,4460000,44882000,41283000,57250000,37280000,50217000,51901000,0,37471000,41211000,69041000,9,5,9,4,5,5,2,2,2,2
"D3ZZ62",-0.12986142021452,5.66255109222824,0.024187914882889,0.876407727230012,0.999996365408252,"D3ZZ62",NA,"Xpot","tr|D3ZZ62|D3ZZ62_RAT Exportin-T OS=Rattus norvegicus OX=10116 GN=Xpot PE=1 SV=1",83.483,728,"728",32.104,50359000,78304000,59300000,91714000,44515000,16415000,39419000,28636000,53078000,17027000,1398800,2175100,1647200,2547600,1236500,455970,1095000,795450,1474400,472980,53794000,65103000,67674000,78071000,67309000,41163000,64630000,66889000,74161000,54058000,6,9,7,11,7,2,8,6,10,6
"D3ZZA8",0.233330227883396,6.74693813365898,0.0780286232066088,0.779986950722035,0.999996365408252,"D3ZZA8",NA,"Sec24a","tr|D3ZZA8|D3ZZA8_RAT SEC24 homolog A, COPII coat complex component OS=Rattus norvegicus OX=10116 GN=Sec24a PE=1 SV=1",118.87,1089,"1089",69.774,77546000,186200000,118690000,137120000,125710000,114290000,74316000,57933000,84581000,39473000,2349900,5642500,3596600,4155100,3809400,3463300,2252000,1755500,2563100,1196200,105070000,124400000,123710000,128610000,137680000,158500000,124360000,142690000,157590000,137160000,10,20,15,21,21,19,14,19,18,13
"D3ZZC1",0.100949359208445,8.43459418266804,0.0146185148964098,0.903764657534925,0.999996365408252,"D3ZZC1",NA,"Txndc5","tr|D3ZZC1|D3ZZC1_RAT RCG43947 OS=Rattus norvegicus OX=10116 GN=Txndc5 PE=1 SV=1",46.353,417,"417",200.04,668340000,660620000,446530000,427460000,344540000,382350000,362130000,357720000,234840000,187300000,33417000,33031000,22327000,21373000,17227000,19118000,18106000,17886000,11742000,9365000,391360000,442460000,366190000,471980000,422020000,413020000,437710000,559820000,388780000,422770000,35,35,27,30,25,32,36,31,24,23
"D3ZZF8;A0A0G2JVP5;B2RZ22",0.50443681181465,5.73454527162569,0.363243854439844,0.546710177964686,0.999996365408252,"D3ZZF8",NA,"Paip1","tr|D3ZZF8|D3ZZF8_RAT Poly(A)-binding protein-interacting protein 1 OS=Rattus norvegicus OX=10116 GN=Paip1 PE=1 SV=2;tr|A0A0G2JVP5|A0A0G2JVP5_RAT Poly(A)-binding protein-interacting protein 1 OS=Rattus norvegicus OX=10116 GN=Paip1 PE=1 SV=1;tr|B2RZ22|B2RZ22",42.06,367,"367;400;404",15.868,45513000,86486000,47397000,48753000,49402000,79148000,63292000,55512000,28212000,26425000,3792700,7207200,3949800,4062700,4116800,6595600,5274300,4626000,2351000,2202100,49638000,58433000,56563000,61723000,49833000,90825000,79822000,90951000,65091000,60878000,7,10,7,6,9,10,7,8,6,6
"D3ZZN3",-1.35772509787968,10.3065981278876,2.55269140194963,0.110106545694723,0.999996365408252,"D3ZZN3","Acetyl-coenzyme A synthetase","Acss1","tr|D3ZZN3|D3ZZN3_RAT Acetyl-coenzyme A synthetase OS=Rattus norvegicus OX=10116 GN=Acss1 PE=3 SV=1",74.891,682,"682",323.31,2083700000,2910700000,2556400000,2197800000,1938500000,589530000,509170000,425460000,635460000,337290000,67217000,93895000,82463000,70898000,62531000,19017000,16425000,13725000,20499000,10880000,2053400000,2631700000,2548700000,1826900000,2379600000,1037300000,951510000,774860000,742780000,900360000,81,105,117,113,107,30,47,36,58,38
"D3ZZR5;D3ZLF6",-0.182971062070061,6.48279447454566,0.0480019264445667,0.826577276772509,0.999996365408252,"D3ZZR5",NA,"Snrpa1","tr|D3ZZR5|D3ZZR5_RAT Small nuclear ribonucleoprotein polypeptide A OS=Rattus norvegicus OX=10116 GN=Snrpa1 PE=1 SV=1;tr|D3ZLF6|D3ZLF6_RAT Small nuclear ribonucleoprotein polypeptide A OS=Rattus norvegicus OX=10116 GN=Snrpa1 PE=1 SV=3",28.317,255,"255;232",256.87,265280000,187950000,144050000,112150000,114940000,107450000,80995000,58165000,42622000,52679000,26528000,18795000,14405000,11215000,11494000,10745000,8099500,5816500,4262200,5267900,134100000,115530000,119620000,117440000,110160000,121440000,110440000,89305000,91836000,106320000,21,18,15,12,13,9,10,10,5,7
"D3ZZW1",0.216037014241976,6.8696338452037,0.0669014727865656,0.795902839500537,0.999996365408252,"D3ZZW1",NA,"Dock1","tr|D3ZZW1|D3ZZW1_RAT Dedicator of cyto-kinesis 1 OS=Rattus norvegicus OX=10116 GN=Dock1 PE=1 SV=1",214.96,1864,"1864;1868",59.689,77778000,125080000,67614000,136260000,172140000,77992000,98789000,106270000,90853000,59184000,770080,1238400,669450,1349100,1704400,772200,978110,1052100,899530,585980,129550000,127520000,116210000,143630000,161800000,138710000,139330000,167470000,177440000,157430000,10,17,11,18,21,17,16,16,20,17
"D3ZZZ9",0.0253964463446986,8.82199455191456,0.00092539041442696,0.975731910836472,0.999996365408252,"D3ZZZ9",NA,"Ctnnd1","tr|D3ZZZ9|D3ZZZ9_RAT Catenin (Cadherin associated protein), delta 1 (Predicted), isoform CRA_a OS=Rattus norvegicus OX=10116 GN=Ctnnd1 PE=1 SV=1",104.07,932,"932",323.31,562850000,673360000,616720000,654510000,506350000,312800000,324410000,177150000,368970000,190620000,11487000,13742000,12586000,13357000,10334000,6383800,6620600,3615300,7530100,3890300,533350000,534930000,574060000,605620000,566380000,544390000,606270000,536280000,584830000,562360000,39,47,45,45,53,32,35,32,42,33
"D4A022",-0.232070148157757,4.64559281666893,0.0771890276764696,0.781143525613253,0.999996365408252,"D4A022",NA,"Gapvd1","tr|D4A022|D4A022_RAT GTPase-activating protein and VPS9 domains 1 OS=Rattus norvegicus OX=10116 GN=Gapvd1 PE=1 SV=3",165.16,1484,"1484",17.266,69254000,54804000,25268000,21989000,19523000,10543000,13886000,10901000,21281000,6590600,1194000,944900,435660,379130,336600,181770,239410,187950,366910,113630,37575000,36473000,32020000,33267000,30345000,29899000,21792000,29675000,31370000,30061000,6,7,4,3,5,2,5,4,6,2
"D4A031",0.123344592589771,6.54330523453737,0.0218219070994776,0.882561853908379,0.999996365408252,"D4A031",NA,"Ddx42","tr|D4A031|D4A031_RAT DEAD (Asp-Glu-Ala-Asp) box polypeptide 42 (Predicted) OS=Rattus norvegicus OX=10116 GN=Ddx42 PE=1 SV=1",102.07,929,"929",64.565,68875000,129210000,71431000,124120000,95567000,66759000,70937000,77840000,72640000,50527000,1565300,2936700,1623400,2821000,2172000,1517200,1612200,1769100,1650900,1148300,88145000,105470000,114040000,116920000,135550000,102420000,127050000,129930000,122380000,122040000,7,14,8,11,12,10,9,12,17,12
"D4A054;M0R3M4",-0.17781704537994,6.32463199999942,0.0453374170011293,0.83138480039458,0.999996365408252,"D4A054",NA,"Ranbp2","tr|D4A054|D4A054_RAT RAN-binding protein 2 OS=Rattus norvegicus OX=10116 GN=Ranbp2 PE=1 SV=2;tr|M0R3M4|M0R3M4_RAT RAN-binding protein 2 OS=Rattus norvegicus OX=10116 GN=Ranbp2 PE=1 SV=1",341.4,3059,"3059;3088",111.43,79539000,102030000,64995000,110940000,114860000,57475000,25715000,40703000,116250000,25039000,451920,579720,369290,630340,652610,326560,146110,231270,660520,142270,98168000,101670000,88448000,116410000,128920000,93699000,61523000,96656000,137680000,78085000,12,12,10,18,21,10,4,9,26,8
"D4A0C3",-0.0834116543242298,3.90287573151415,0.00998108298860803,0.920419452906247,0.999996365408252,"D4A0C3",NA,"Hid1","tr|D4A0C3|D4A0C3_RAT HID1 domain-containing OS=Rattus norvegicus OX=10116 GN=Hid1 PE=1 SV=2",86.195,767,"767",8.1977,20254000,20454000,24405000,25086000,17345000,9116300,10356000,5445100,5706400,6963700,613750,619830,739550,760190,525620,276250,313820,165000,172920,211020,15110000,17577000,20447000,20598000,22822000,17437000,21778000,18904000,16795000,15306000,4,3,4,4,3,2,2,2,2,4
"D4A0E8",0.0276628509300779,7.12342730213395,0.0010979230850918,0.973566993951622,0.999996365408252,"D4A0E8","Protein arginine N-methyltransferase 5","Prmt5","tr|D4A0E8|D4A0E8_RAT Protein arginine N-methyltransferase 5 OS=Rattus norvegicus OX=10116 GN=Prmt5 PE=1 SV=1",72.694,637,"637",53.626,125280000,268800000,187740000,156410000,136210000,120720000,119160000,58366000,93273000,67108000,3579300,7680000,5363900,4468900,3891700,3449000,3404600,1667600,2664900,1917400,161780000,176460000,183900000,156200000,188490000,186240000,209870000,180720000,131260000,164990000,9,20,17,19,17,15,12,9,18,15
"D4A0H5;B5DEL2",-0.57016664837953,4.04686924110692,0.463429985806442,0.496025312485828,0.999996365408252,"D4A0H5",NA,"Cpsf1","tr|D4A0H5|D4A0H5_RAT Cleavage and polyadenylation specific factor 1, 160kDa (Predicted), isoform CRA_a OS=Rattus norvegicus OX=10116 GN=Cpsf1 PE=1 SV=1;tr|B5DEL2|B5DEL2_RAT Cleavage and polyadenylation-specific factor 1 OS=Rattus norvegicus OX=10116 GN=Cps",154.88,1386,"1386;1439",8.3042,90393000,24570000,17446000,18414000,17206000,10399000,2902600,7966900,13363000,6922800,1329300,361320,256570,270790,253030,152930,42685,117160,196510,101810,24097000,21241000,25476000,27206000,25901000,24458000,0,0,28682000,29077000,4,4,3,3,4,3,0,0,3,2
"D4A0L4;F1MA18;Q62764-2;Q62764;Q3KRC7",0.85928573809941,4.6280224118507,1.04410109107234,0.306869581133115,0.999996365408252,"D4A0L4","Y-box-binding protein 3","Ybx3","tr|D4A0L4|D4A0L4_RAT Y-box-binding protein 3 OS=Rattus norvegicus OX=10116 GN=Ybx3 PE=1 SV=3;tr|F1MA18|F1MA18_RAT Y-box-binding protein 3 OS=Rattus norvegicus OX=10116 GN=Ybx3 PE=1 SV=1;sp|Q62764-2|YBOX3_RAT Isoform 2 of Y-box-binding protein 3 OS=Rattus n",31.287,291,"291;361;292;361;361",60.048,22746000,30147000,16423000,22077000,11137000,41998000,55785000,32451000,27607000,15684000,1895500,2512200,1368600,1839800,928110,3499800,4648700,2704300,2300600,1307000,19166000,25342000,22272000,23500000,19966000,37906000,50425000,42536000,34700000,32457000,4,3,3,3,2,4,6,5,5,4
"D4A0M2",1.36224525487643,5.69784462052231,2.56913173189944,0.108967526192107,0.999996365408252,"D4A0M2",NA,"Nxn","tr|D4A0M2|D4A0M2_RAT Nucleoredoxin OS=Rattus norvegicus OX=10116 GN=Nxn PE=1 SV=2",41.052,369,"369",42.99,63011000,43249000,30526000,37348000,33475000,75095000,92894000,51142000,70788000,53014000,3500600,2402700,1695900,2074900,1859700,4172000,5160800,2841200,3932700,2945200,32859000,38707000,36512000,41769000,32501000,79575000,84901000,100950000,94724000,103570000,8,7,7,7,9,14,17,9,10,13
"D4A0T0",-0.39790881093504,6.90072092238437,0.226454023377891,0.634165673759775,0.999996365408252,"D4A0T0",NA,"Ndufb10","tr|D4A0T0|D4A0T0_RAT NADH:ubiquinone oxidoreductase subunit B10 OS=Rattus norvegicus OX=10116 GN=Ndufb10 PE=1 SV=1",20.858,176,"176",76.064,295640000,270860000,209370000,176500000,196910000,112350000,112210000,68289000,85303000,27523000,26877000,24623000,19034000,16045000,17901000,10214000,10201000,6208100,7754800,2502100,163580000,164120000,195850000,154050000,175330000,154700000,148290000,103450000,126180000,107420000,20,13,16,13,13,11,12,10,10,4
"D4A0T8",-0.578611050403776,6.25278535657532,0.477165122119536,0.489709213562558,0.999996365408252,"D4A0T8",NA,"Dhrs7","tr|D4A0T8|D4A0T8_RAT Dehydrogenase/reductase 7 OS=Rattus norvegicus OX=10116 GN=Dhrs7 PE=1 SV=3",38.493,340,"340",50.124,233470000,166870000,106940000,128950000,103600000,47606000,74326000,44677000,11226000,43079000,12971000,9270400,5941000,7163900,5755700,2644800,4129200,2482000,623660,2393300,129580000,127550000,100140000,105240000,110770000,64987000,95833000,85922000,47063000,85348000,17,12,13,8,10,6,10,8,4,6
"D4A133",-0.498049711931457,8.27608955539909,0.354148316765369,0.551774210030538,0.999996365408252,"D4A133",NA,"Atp6v1a","tr|D4A133|D4A133_RAT ATPase H+-transporting V1 subunit A OS=Rattus norvegicus OX=10116 GN=Atp6v1a PE=1 SV=1",68.264,617,"617;156",205.22,356730000,709360000,556330000,430690000,357560000,213980000,194520000,150050000,203090000,135840000,10492000,20863000,16363000,12667000,10516000,6293400,5721100,4413300,5973200,3995300,415400000,555070000,504710000,331910000,472440000,407290000,367480000,289050000,260710000,269430000,20,34,33,43,29,22,28,25,32,18
"D4A1B8",0.639057737504903,4.26442127301,0.581228162693307,0.445831322644631,0.999996365408252,"D4A1B8",NA,"Dctn3","tr|D4A1B8|D4A1B8_RAT Dynactin subunit 3 OS=Rattus norvegicus OX=10116 GN=Dctn3 PE=1 SV=1",21.112,186,"186",7.386,40672000,32353000,28796000,12256000,7855300,33515000,20883000,18018000,21342000,25053000,3697400,2941100,2617800,1114200,714120,3046800,1898400,1638000,1940200,2277500,23707000,22972000,24379000,23256000,0,33416000,26571000,25483000,26359000,33184000,6,4,4,2,0,4,3,3,3,5
"D4A1B9;F1LQB2;P97690",-0.154175873010117,7.48846099279142,0.0340887424861145,0.853518179873565,0.999996365408252,"D4A1B9","Structural maintenance of chromosomes protein;Structural maintenance of chromosomes protein 3","Smc3","tr|D4A1B9|D4A1B9_RAT Structural maintenance of chromosomes protein OS=Rattus norvegicus OX=10116 GN=Smc3 PE=1 SV=1;tr|F1LQB2|F1LQB2_RAT Structural maintenance of chromosomes protein OS=Rattus norvegicus OX=10116 GN=Smc3 PE=1 SV=1;sp|P97690|SMC3_RAT Structu",141.54,1217,"1217;1192;1191",191.2,181910000,194860000,259220000,260140000,257060000,92521000,81668000,109050000,131310000,100050000,2798500,2997800,3988000,4002100,3954800,1423400,1256400,1677700,2020200,1539200,205290000,202480000,262590000,246330000,270290000,195490000,196770000,204660000,243450000,215090000,21,23,25,27,31,15,17,21,21,23
"D4A1J6",0.0744864591095284,8.28891530934001,0.00795959790935717,0.928909790045158,0.999996365408252,"D4A1J6",NA,"Ankfy1","tr|D4A1J6|D4A1J6_RAT Ankyrin repeat and FYVE domain-containing 1 OS=Rattus norvegicus OX=10116 GN=Ankfy1 PE=1 SV=3",128.66,1169,"1169",323.31,335610000,421780000,323250000,490740000,341520000,182130000,191160000,198090000,257110000,153820000,6332300,7958200,6099000,9259300,6443700,3436500,3606700,3737500,4851200,2902300,350650000,376380000,364980000,419460000,399750000,362250000,356480000,422210000,454760000,396470000,27,27,25,40,30,25,23,26,29,23
"D4A1Q9",0.130042837469805,7.61487898723762,0.0242555207038439,0.876236516052143,0.999996365408252,"D4A1Q9",NA,"Ttll12","tr|D4A1Q9|D4A1Q9_RAT Tubulin tyrosine ligase-like 12 OS=Rattus norvegicus OX=10116 GN=Ttll12 PE=1 SV=1",73.897,639,"639",77.365,162090000,304280000,225940000,172310000,172640000,221820000,189700000,111500000,140730000,93095000,4052300,7607000,5648500,4307800,4316100,5545600,4742600,2787500,3518300,2327400,206070000,241860000,257720000,223750000,245470000,282230000,282640000,233280000,219460000,252760000,18,30,20,22,22,26,26,22,26,21
"D4A1U1;A0A1W2Q655",-0.674814594613221,6.97495004366418,0.647490994045318,0.421011145461898,0.999996365408252,"D4A1U1",NA,"Zbtb20","tr|D4A1U1|D4A1U1_RAT Zinc finger and BTB domain containing 20 (Predicted), isoform CRA_b OS=Rattus norvegicus OX=10116 GN=Zbtb20 PE=1 SV=1;tr|A0A1W2Q655|A0A1W2Q655_RAT Zinc finger and BTB domain containing 20 (Predicted), isoform CRA_c OS=Rattus norvegicus",73.42,668,"668;741;78;519",178.69,199050000,204380000,236010000,231030000,181850000,44168000,54789000,31152000,69711000,35609000,6421100,6592800,7613300,7452500,5866200,1424800,1767400,1004900,2248700,1148700,177340000,170060000,212850000,208630000,201720000,102240000,138160000,99450000,143480000,118830000,20,19,20,23,23,8,9,6,12,7
"D4A1V7;Q3T1J9",0.13902519640804,4.65057288378448,0.0277206719706569,0.867767212214571,0.999996365408252,"D4A1V7","MOB kinase activator 1A","Mob1b;Mob1a","tr|D4A1V7|D4A1V7_RAT MOB kinase activator 1B OS=Rattus norvegicus OX=10116 GN=Mob1b PE=1 SV=1;sp|Q3T1J9|MOB1A_RAT MOB kinase activator 1A OS=Rattus norvegicus OX=10116 GN=Mob1a PE=2 SV=3",25.091,216,"216;216",15.223,67831000,54670000,13866000,43633000,35576000,15742000,12410000,27222000,33988000,18077000,6783100,5467000,1386600,4363300,3557600,1574200,1241000,2722200,3398800,1807700,30856000,25839000,33848000,31597000,27893000,39135000,32454000,28570000,27042000,35881000,6,7,4,4,5,6,5,4,5,2
"D4A264",-0.100702265738885,4.4923126723706,0.014547053343986,0.903999024289869,0.999996365408252,"D4A264",NA,"Zadh2","tr|D4A264|D4A264_RAT Zinc-binding alcohol dehydrogenase, domain-containing 2 OS=Rattus norvegicus OX=10116 GN=Zadh2 PE=1 SV=2",40.535,377,"377",13.313,54408000,46363000,19434000,31539000,43971000,16152000,22294000,27019000,20965000,10389000,2720400,2318200,971710,1576900,2198600,807600,1114700,1351000,1048300,519470,27928000,28157000,25523000,31708000,32782000,20489000,23251000,34295000,30217000,26680000,9,7,3,5,5,4,4,5,3,2
"D4A2D7",0.304944699061643,7.63593558439901,0.133174186915989,0.715163371164328,0.999996365408252,"D4A2D7",NA,"Ipo4","tr|D4A2D7|D4A2D7_RAT Importin 4 OS=Rattus norvegicus OX=10116 GN=Ipo4 PE=1 SV=2",118.93,1081,"1081",125.87,233570000,245790000,193940000,233570000,157240000,140550000,189180000,107670000,186100000,106990000,5077600,5343300,4216100,5077700,3418200,3055400,4112600,2340700,4045700,2325900,216640000,216450000,215990000,246080000,221190000,257340000,275450000,266090000,302430000,263920000,19,20,19,25,20,15,20,16,22,21
"D4A2F1;P25304-3;F1LPF2;P25304-4;P25304-2;P25304-5;P25304-6;P25304",-0.433996339039177,4.06463778743418,0.26923243105945,0.603847129280213,0.999996365408252,"D4A2F1","Agrin;Agrin N-terminal 110 kDa subunit;Agrin C-terminal 110 kDa subunit;Agrin C-terminal 90 kDa fragment;Agrin C-terminal 22 kDa fragment","Agrn","tr|D4A2F1|D4A2F1_RAT Agrin OS=Rattus norvegicus OX=10116 GN=Agrn PE=1 SV=2;sp|P25304-3|AGRIN_RAT Isoform 3 of Agrin OS=Rattus norvegicus OX=10116 GN=Agrn;tr|F1LPF2|F1LPF2_RAT Agrin OS=Rattus norvegicus OX=10116 GN=Agrn PE=1 SV=3;sp|P25304-4|AGRIN_RAT Isofo",206.59,1940,"1940;1940;1941;1948;1950;1951;1955;1959",28.346,17884000,28599000,20027000,20767000,26698000,11295000,6030500,15891000,14031000,2288600,207960,332550,232870,241480,310440,131330,70122,184780,163150,26612,23668000,21426000,21202000,27668000,26645000,26201000,15869000,21886000,24776000,0,3,4,3,5,7,2,2,4,4,0
