"Majority protein IDs","logFC","logCPM","LR","PValue","FDR","Protein ID","Protein names","Gene names","Fasta headers","Mol. weight [kDa]","Sequence length","Sequence lengths","Score","Intensity C1","Intensity C2","Intensity C3","Intensity C4","Intensity C5","Intensity R1","Intensity R2","Intensity R3","Intensity R4","Intensity R5","iBAQ C1","iBAQ C2","iBAQ C3","iBAQ C4","iBAQ C5","iBAQ R1","iBAQ R2","iBAQ R3","iBAQ R4","iBAQ R5","LFQ intensity C1","LFQ intensity C2","LFQ intensity C3","LFQ intensity C4","LFQ intensity C5","LFQ intensity R1","LFQ intensity R2","LFQ intensity R3","LFQ intensity R4","LFQ intensity R5","MS/MS count C1","MS/MS count C2","MS/MS count C3","MS/MS count C4","MS/MS count C5","MS/MS count R1","MS/MS count R2","MS/MS count R3","MS/MS count R4","MS/MS count R5"
"B0BMT9",3.16784665202333,4.7812187687776,5.36487169961916,0.0205462996478854,0.999991107051563,"B0BMT9",NA,"Sqrdl","tr|B0BMT9|B0BMT9_RAT Sqrdl protein OS=Rattus norvegicus OX=10116 GN=Sqor PE=1 SV=1",50.201,450,"450;137",27.422,0,12887000,0,0,11238000,51758000,76352000,68888000,35339000,15117000,0,415720,0,0,362510,1669600,2463000,2222200,1140000,487650,0,15972000,0,0,18572000,53365000,59331000,96717000,60699000,36880000,0,2,0,0,2,10,11,13,8,5
"B0BMU7;Q6IUP3",1.06413462182516,3.38061886707779,0.699396546168487,0.402986537786319,0.999991107051563,"B0BMU7","Elongator complex protein 5","Elp5","tr|B0BMU7|B0BMU7_RAT Elongator complex protein 5 OS=Rattus norvegicus OX=10116 GN=Elp5 PE=1 SV=1;sp|Q6IUP3|ELP5_RAT Elongator complex protein 5 OS=Rattus norvegicus OX=10116 GN=Elp5 PE=2 SV=1",35.618,320,"320;318",8.4766,16029000,16656000,2790000,8382400,20053000,15160000,27519000,0,19858000,10963000,1144900,1189700,199280,598740,1432300,1082900,1965700,0,1418500,783050,12728000,13475000,0,0,15988000,16978000,25761000,0,24780000,20058000,2,3,0,2,3,3,4,0,4,3
"B0BMV1;A0A0G2JSU3;Q63945;Q63945-2;D3ZC07",-0.0691986607032717,9.02978132624044,0.00302336749515432,0.956150288865656,0.999991107051563,"B0BMV1","Protein SET","Set;Pkn3","tr|B0BMV1|B0BMV1_RAT Set protein OS=Rattus norvegicus OX=10116 GN=Set PE=2 SV=1;tr|A0A0G2JSU3|A0A0G2JSU3_RAT Protein SET OS=Rattus norvegicus OX=10116 GN=Set PE=1 SV=1;sp|Q63945|SET_RAT Protein SET OS=Rattus norvegicus OX=10116 GN=Set PE=2 SV=2;sp|Q63945-2",33.405,289,"289;289;289;277;958;521;521;273;285;22;39",323.31,1133800000,1289700000,879100000,856940000,886670000,373590000,515420000,403270000,312540000,191170000,125980000,143300000,97678000,95216000,98519000,41510000,57269000,44808000,34727000,21241000,615430000,730120000,656150000,677320000,682900000,633640000,730930000,748800000,526340000,522810000,33,33,28,20,23,11,20,17,12,12
"B0BMV5;P70550",-2.80697839774791,3.9493045744711,4.34491466521158,0.0371196273661086,0.999991107051563,"B0BMV5","Ras-related protein Rab-8B","Rab8b","tr|B0BMV5|B0BMV5_RAT RAB8B, member RAS oncogene family OS=Rattus norvegicus OX=10116 GN=Rab8b PE=2 SV=1;sp|P70550|RAB8B_RAT Ras-related protein Rab-8B OS=Rattus norvegicus OX=10116 GN=Rab8b PE=1 SV=1",23.603,207,"207;207;227",8.9343,45875000,36885000,32535000,37650000,34278000,25709000,20491000,17383000,3284900,14361000,3822900,3073800,2711200,3137500,2856500,2142400,1707600,1448600,273740,1196800,33807000,27740000,32857000,38882000,36504000,23955000,0,0,0,0,5,4,4,3,4,3,2,2,2,3
"B0BMV8;Q920D2",-1.17142287231204,5.00368072781309,0.843686167416422,0.358344648795027,0.999991107051563,"B0BMV8","Dihydrofolate reductase","Dhfr","tr|B0BMV8|B0BMV8_RAT Dihydrofolate reductase OS=Rattus norvegicus OX=10116 GN=Dhfr PE=2 SV=1;sp|Q920D2|DYR_RAT Dihydrofolate reductase OS=Rattus norvegicus OX=10116 GN=Dhfr PE=1 SV=3",21.638,187,"187;187",13.245,93882000,74681000,74659000,51945000,49339000,34315000,32379000,3367100,11475000,21759000,7823500,6223400,6221600,4328700,4111600,2859600,2698300,280590,956280,1813200,55935000,59617000,54683000,54045000,54786000,41813000,39698000,0,0,40340000,6,4,6,3,3,3,3,2,3,3
"B0BMW0;P61107",0.0319324468220116,7.78448455137646,0.000643861885511923,0.979756303493713,0.999991107051563,"B0BMW0","Ras-related protein Rab-14","Rab14","tr|B0BMW0|B0BMW0_RAT RAB14, member RAS oncogene family OS=Rattus norvegicus OX=10116 GN=Rab14 PE=1 SV=1;sp|P61107|RAB14_RAT Ras-related protein Rab-14 OS=Rattus norvegicus OX=10116 GN=Rab14 PE=1 SV=3",23.897,215,"215;215;88",58.545,512500000,418760000,331180000,281940000,301520000,320700000,274950000,135930000,194340000,79546000,32031000,26173000,20698000,17621000,18845000,20044000,17184000,8495600,12146000,4971600,286120000,267020000,287800000,263530000,264720000,306130000,351410000,206700000,263790000,254830000,22,16,21,14,17,22,15,13,9,8
"B0BMW2;O70351",-0.19365480904191,8.03170307787721,0.023662900763051,0.877745747458969,0.999991107051563,"B0BMW2","3-hydroxyacyl-CoA dehydrogenase type-2","Hsd17b10","tr|B0BMW2|B0BMW2_RAT 3-hydroxyacyl-CoA dehydrogenase type-2 OS=Rattus norvegicus OX=10116 GN=Hsd17b10 PE=1 SV=1;sp|O70351|HCD2_RAT 3-hydroxyacyl-CoA dehydrogenase type-2 OS=Rattus norvegicus OX=10116 GN=Hsd17b10 PE=1 SV=3",27.249,261,"261;261",323.31,683260000,521680000,413170000,373540000,346460000,311550000,293970000,131720000,157510000,99510000,48804000,37263000,29512000,26682000,24747000,22253000,20998000,9408800,11250000,7107800,405170000,337810000,336860000,354010000,319490000,363520000,314090000,247110000,325340000,265080000,35,31,29,23,24,25,30,16,15,18
"B0BMW4;P63095;B4F771;P63095-2;M0R9J4",-0.0913625271682993,6.3292178439255,0.00526988135924533,0.942129242411099,0.999991107051563,"B0BMW4","Guanine nucleotide-binding protein G(s) subunit alpha isoforms short","Gnas","tr|B0BMW4|B0BMW4_RAT GNAS complex locus OS=Rattus norvegicus OX=10116 GN=Gnas PE=2 SV=1;sp|P63095|GNAS2_RAT Guanine nucleotide-binding protein G(s) subunit alpha isoforms short OS=Rattus norvegicus OX=10116 GN=Gnas PE=1 SV=1;tr|B4F771|B4F771_RAT Uncharacte",45.663,394,"394;394;409;362;371;378;447;381;91;287",26.022,152900000,172070000,108040000,95759000,90684000,59573000,78534000,51959000,60255000,41494000,7645200,8603300,5402200,4788000,4534200,2978600,3926700,2597900,3012700,2074700,114220000,95699000,97096000,110450000,103450000,86356000,102920000,102970000,97196000,93370000,13,16,14,10,10,6,12,10,13,10
"B0BMX3",-0.708647281963408,6.80336280146751,0.313963383186336,0.57525821774869,0.999991107051563,"B0BMX3",NA,"S100a16","tr|B0BMX3|B0BMX3_RAT S100 calcium binding protein A16 (Predicted), isoform CRA_a OS=Rattus norvegicus OX=10116 GN=S100a16 PE=1 SV=1",14.224,123,"123",26.845,221180000,265350000,238810000,200160000,183430000,84987000,71529000,69857000,85667000,47379000,36864000,44225000,39801000,33360000,30572000,14164000,11921000,11643000,14278000,7896600,152110000,176800000,196320000,179870000,165530000,123850000,75361000,101270000,110920000,114320000,13,14,18,12,12,8,12,7,5,5
"B0BMY2;Q5U211",-0.141188346103619,6.30207901101431,0.0125823469308883,0.910687774289879,0.999991107051563,"B0BMY2","Sorting nexin-3","LOC684097;Snx3","tr|B0BMY2|B0BMY2_RAT LOC684097 protein OS=Rattus norvegicus OX=10116 GN=LOC684097 PE=2 SV=1;sp|Q5U211|SNX3_RAT Sorting nexin-3 OS=Rattus norvegicus OX=10116 GN=Snx3 PE=1 SV=1",15.207,131,"131;162",48.813,186900000,184250000,120490000,85224000,83762000,85465000,75427000,70599000,34674000,74754000,23362000,23031000,15061000,10653000,10470000,10683000,9428400,8824900,4334300,9344300,122180000,99961000,109260000,92728000,95449000,107480000,91570000,79001000,88936000,98289000,13,15,15,7,6,10,9,8,3,8
"B0BN18",-0.30018514840426,4.47615334584258,0.056798184032516,0.811630044072953,0.999991107051563,"B0BN18","Prefoldin subunit 2","Pfdn2","sp|B0BN18|PFD2_RAT Prefoldin subunit 2 OS=Rattus norvegicus OX=10116 GN=Pfdn2 PE=2 SV=1",16.58,154,"154",11.009,54905000,56169000,19748000,37278000,39210000,41108000,36685000,9160300,36287000,9356200,5490500,5616900,1974800,3727800,3921000,4110800,3668500,916030,3628700,935620,38604000,39283000,0,36678000,39669000,44661000,38073000,0,41778000,0,5,3,2,2,4,3,3,0,3,0
"B0BN30;A0A1W2Q6G8",-1.27105645900854,5.02828949116276,0.988776294609025,0.320041642796179,0.999991107051563,"B0BN30",NA,"Mtch1","tr|B0BN30|B0BN30_RAT Mitochondrial carrier 1 OS=Rattus norvegicus OX=10116 GN=Mtch1 PE=1 SV=1;tr|A0A1W2Q6G8|A0A1W2Q6G8_RAT Mitochondrial carrier 1 (Fragment) OS=Rattus norvegicus OX=10116 GN=Mtch1 PE=1 SV=1",41.592,389,"389;258;167",18.587,44804000,128950000,20671000,36599000,78208000,66550000,68060000,15994000,47240000,0,2489100,7163700,1148400,2033300,4344900,3697200,3781100,888550,2624500,0,60730000,69795000,47552000,56506000,55239000,53168000,65552000,0,0,0,7,12,6,7,9,2,5,3,2,0
"B0BN46",-1.3481262944261,4.46232964902955,1.10814722814317,0.292485054876513,0.999991107051563,"B0BN46",NA,"Grhpr","tr|B0BN46|B0BN46_RAT Glyoxylate and hydroxypyruvate reductase OS=Rattus norvegicus OX=10116 GN=Grhpr PE=1 SV=1",35.937,335,"335",57.812,94783000,95920000,40178000,26372000,22850000,12705000,10553000,0,9905600,5592800,6770200,6851400,2869900,1883700,1632100,907530,753780,0,707540,399490,47769000,57983000,31247000,33500000,28282000,20836000,16211000,0,22119000,18096000,10,14,6,4,6,5,2,0,3,3
"B0BN52;A0A0G2K459;A0A0G2K7P7",-0.263536136780628,8.144961921368,0.0437940030674722,0.834237338932911,0.999991107051563,"B0BN52",NA,"Mtch2","tr|B0BN52|B0BN52_RAT Mitochondrial carrier 2 OS=Rattus norvegicus OX=10116 GN=Mtch2 PE=2 SV=1;tr|A0A0G2K459|A0A0G2K459_RAT Mitochondrial carrier 2 OS=Rattus norvegicus OX=10116 GN=Mtch2 PE=1 SV=1;tr|A0A0G2K7P7|A0A0G2K7P7_RAT Mitochondrial carrier 2 OS=Ratt",33.528,303,"303;303;245",174.43,640320000,563040000,460980000,369060000,376170000,236350000,268720000,202110000,195320000,136040000,45737000,40217000,32927000,26361000,26869000,16882000,19194000,14436000,13951000,9717100,427490000,386700000,369850000,367420000,387670000,322360000,340270000,310350000,318770000,303830000,50,42,49,36,37,26,36,23,21,20
"B0BN55;P32362",0.230021503524334,5.29741894041674,0.0333744865762304,0.8550437312617,0.999991107051563,"B0BN55","Uroporphyrinogen decarboxylase","Urod","tr|B0BN55|B0BN55_RAT Uroporphyrinogen decarboxylase OS=Rattus norvegicus OX=10116 GN=Urod PE=1 SV=1;sp|P32362|DCUP_RAT Uroporphyrinogen decarboxylase (Fragment) OS=Rattus norvegicus OX=10116 GN=Urod PE=1 SV=1",40.582,367,"367;364",58.217,104980000,113070000,15952000,23481000,67334000,43986000,77906000,48140000,20525000,8580700,7498500,8076300,1139400,1677200,4809600,3141900,5564700,3438500,1466000,612900,49662000,52576000,32786000,43597000,48665000,49025000,59957000,66303000,51495000,36613000,11,9,4,4,10,7,10,6,4,5
"B0BN63",-0.108463553835747,9.19957465681293,0.00742681480818565,0.931324148298938,0.999991107051563,"B0BN63",NA,"Ahsa1","tr|B0BN63|B0BN63_RAT Activator of Hsp90 ATPase activity 1 OS=Rattus norvegicus OX=10116 GN=Ahsa1 PE=1 SV=1",38.104,338,"338",74.451,1.307e+09,2.015e+09,1720100000,135280000,1881700000,81971000,876640000,108300000,40898000,35024000,62240000,95953000,81908000,6442100,89604000,3903400,41745000,5157100,1947500,1667800,661160000,953580000,797640000,695950000,723910000,657010000,814790000,791860000,614500000,629830000,16,16,20,8,12,8,12,14,8,8
"B0BN65",3.6615581828247,6.95183140457023,6.85430693601701,0.00884278507949348,0.999991107051563,"B0BN65",NA,"Fam49a","tr|B0BN65|B0BN65_RAT Family with sequence similarity 49, member A OS=Rattus norvegicus OX=10116 GN=Fam49a PE=1 SV=1",37.328,323,"323",132.94,23094000,33087000,7866800,10438000,20376000,245060000,247810000,229940000,173060000,144440000,1283000,1838200,437050,579860,1132000,13615000,13767000,12774000,9614500,8024600,20589000,38694000,6432000,13442000,34641000,233910000,350790000,302070000,248120000,287280000,3,6,0,2,5,23,29,23,25,22
"B0BN81;P24050;A0A0G2K200",0.00897430375735495,9.32724264085422,5.08555104618072e-05,0.994310090099654,0.999991107051563,"B0BN81","40S ribosomal protein S5;40S ribosomal protein S5, N-terminally processed","Rps5","tr|B0BN81|B0BN81_RAT 40S ribosomal protein S5 OS=Rattus norvegicus OX=10116 GN=Rps5 PE=1 SV=1;sp|P24050|RS5_RAT 40S ribosomal protein S5 OS=Rattus norvegicus OX=10116 GN=Rps5 PE=1 SV=3;tr|A0A0G2K200|A0A0G2K200_RAT 40S ribosomal protein S5 OS=Rattus norvegi",22.906,204,"204;204;171",323.31,1213700000,1119900000,1132300000,737980000,850520000,690100000,524910000,366200000,518820000,472520000,121370000,111990000,113230000,73798000,85052000,69010000,52491000,36620000,51882000,47252000,830610000,793940000,877070000,746170000,773330000,868600000,7.26e+08,663680000,809240000,926820000,65,57,71,51,54,56,50,47,44,43
"B0BN85;Q7TQ12;F1LMY6",0.360349337339729,6.3609594303088,0.081782224042527,0.774896568472916,0.999991107051563,"B0BN85","Suppressor of G2 allele of SKP1 homolog","Sugt1","sp|B0BN85|SGT1_RAT Protein SGT1 homolog OS=Rattus norvegicus OX=10116 GN=Sugt1 PE=2 SV=1;tr|Q7TQ12|Q7TQ12_RAT Aa1114 OS=Rattus norvegicus OX=10116 PE=2 SV=1;tr|F1LMY6|F1LMY6_RAT Protein SGT1 homolog OS=Rattus norvegicus OX=10116 GN=Sugt1 PE=1 SV=1",38.09,336,"336;247;247",70.208,131520000,132390000,81096000,65880000,79371000,101760000,91378000,128450000,97371000,46520000,6262700,6304300,3861700,3137100,3779600,4845900,4351300,6116500,4636700,2215300,80128000,90013000,77373000,111330000,93481000,104810000,110750000,136450000,120820000,100320000,17,14,15,15,12,16,15,17,16,10
"B0BN93",0.120477400077949,8.90119524932793,0.00916267345220576,0.923741483122028,0.999991107051563,"B0BN93","26S proteasome non-ATPase regulatory subunit 13","Psmd13","sp|B0BN93|PSD13_RAT 26S proteasome non-ATPase regulatory subunit 13 OS=Rattus norvegicus OX=10116 GN=Psmd13 PE=1 SV=1",42.817,376,"376",241.88,850270000,739540000,782720000,493770000,616860000,357180000,524250000,443740000,573300000,244650000,32703000,28444000,30104000,18991000,23725000,13738000,20163000,17067000,22050000,9409600,570980000,564570000,551790000,617630000,572820000,502730000,608190000,768690000,645980000,563070000,53,49,45,35,34,37,51,33,39,33
"B0BN97;Q498E0",-0.0820139865226578,5.52975523783654,0.00424672913167987,0.948041088940746,0.999991107051563,"B0BN97","Thioredoxin domain-containing protein 12","Txndc12","tr|B0BN97|B0BN97_RAT Txndc12 protein (Fragment) OS=Rattus norvegicus OX=10116 GN=Txndc12 PE=2 SV=1;sp|Q498E0|TXD12_RAT Thioredoxin domain-containing protein 12 OS=Rattus norvegicus OX=10116 GN=Txndc12 PE=2 SV=2",22.352,201,"201;170",25.614,119450000,141230000,83755000,28984000,34711000,74743000,43309000,21894000,32962000,32760000,9188400,10864000,6442700,2229600,2670100,5749400,3331500,1684200,2535600,2520000,56543000,64218000,67209000,61746000,48776000,65503000,55188000,44742000,53926000,58938000,11,10,8,3,5,9,7,3,6,5
"B0BN99",-0.393228176703466,5.87256009676297,0.0973389483184965,0.755046675947195,0.999991107051563,"B0BN99",NA,"Hmgb3","tr|B0BN99|B0BN99_RAT Hmgb3 protein OS=Rattus norvegicus OX=10116 GN=Hmgb3 PE=1 SV=1",22.985,200,"200",14.471,144800000,142930000,95992000,89015000,84162000,50059000,64615000,40496000,57999000,23600000,24133000,23822000,15999000,14836000,14027000,8343200,10769000,6749400,9666500,3933300,81215000,89384000,81976000,85881000,79417000,72381000,65183000,56175000,64509000,56002000,13,9,12,7,9,5,7,5,5,4
"B0BNA5",-0.307887591974041,5.88361423536527,0.0597446639267977,0.806899965563521,0.999991107051563,"B0BNA5","Coactosin-like protein","Cotl1","sp|B0BNA5|COTL1_RAT Coactosin-like protein OS=Rattus norvegicus OX=10116 GN=Cotl1 PE=1 SV=1",15.932,142,"142",26.936,170920000,159030000,104680000,81411000,92745000,49546000,50052000,41767000,20314000,19137000,18991000,17670000,11631000,9045600,10305000,5505100,5561300,4640700,2257100,2126400,85325000,87016000,87731000,74847000,75243000,64138000,52166000,66548000,62729000,81275000,9,8,7,7,6,4,5,3,2,6
"B0BNA7;M0RCH0",0.330924894645576,7.82696646399931,0.0689995493541538,0.792799042454962,0.999991107051563,"B0BNA7","Eukaryotic translation initiation factor 3 subunit I","Eif3i","sp|B0BNA7|EIF3I_RAT Eukaryotic translation initiation factor 3 subunit I OS=Rattus norvegicus OX=10116 GN=Eif3i PE=2 SV=1;tr|M0RCH0|M0RCH0_RAT Eukaryotic translation initiation factor 3 subunit I OS=Rattus norvegicus OX=10116 GN=EIF3I PE=3 SV=2",36.46,325,"325;331",127.68,342610000,318380000,264670000,185270000,162960000,414890000,252670000,326320000,311520000,132690000,18032000,16757000,13930000,9751100,8577000,21836000,13298000,17175000,16396000,6983900,238880000,261720000,247710000,256900000,258150000,301760000,344900000,329930000,300290000,291890000,27,25,25,16,18,27,30,21,19,22
"B0BNB0",-1.14477673119254,3.66390764165645,0.806682525477612,0.369102884303066,0.999991107051563,"B0BNB0",NA,"Golt1b","tr|B0BNB0|B0BNB0_RAT Golgi transport 1B OS=Rattus norvegicus OX=10116 GN=Golt1b PE=1 SV=1",15.393,138,"138",6.5489,22964000,24789000,20356000,14322000,20473000,23922000,9987400,5588000,2716400,6830800,3827300,4131400,3392700,2386900,3412200,3987000,1664600,931330,452730,1138500,22458000,21617000,22537000,18559000,24409000,34481000,0,0,0,14271000,3,3,3,2,3,3,2,2,0,3
"B0BNB2;D3ZU54",0.181394943546426,4.09223639480696,0.0207635530932916,0.885424948592643,0.999991107051563,"B0BNB2","Density-regulated protein","Denr","tr|B0BNB2|B0BNB2_RAT Density-regulated protein OS=Rattus norvegicus OX=10116 GN=Denr PE=2 SV=1;tr|D3ZU54|D3ZU54_RAT Density-regulated protein OS=Rattus norvegicus OX=10116 GN=Denr PE=1 SV=3",21.748,194,"194;194",101.42,35889000,33931000,24935000,17454000,15999000,21161000,28878000,13980000,11626000,12411000,3987700,3770100,2770600,1939400,1777600,2351200,3208700,1553400,1291700,1379000,23937000,18169000,18945000,20101000,19211000,21088000,23214000,22056000,21912000,24100000,6,5,6,4,5,5,5,4,2,3
"B0BNB9",-0.819312017181536,2.77279271267581,0.418298587478915,0.517787239188121,0.999991107051563,"B0BNB9",NA,"Htra2","tr|B0BNB9|B0BNB9_RAT HtrA serine peptidase 2 OS=Rattus norvegicus OX=10116 GN=Htra2 PE=1 SV=1",49.094,458,"458",6.1172,17657000,28734000,7861200,17710000,4932300,9561900,6254700,13694000,5921900,0,706300,1149400,314450,708390,197290,382480,250190,547760,236880,0,12740000,15779000,10814000,15550000,0,14623000,0,15949000,0,0,3,4,0,3,0,2,2,3,2,0
"B0BNE3",0.193537807781283,3.16596431896772,0.0236343479609076,0.877818949071287,0.999991107051563,"B0BNE3",NA,"Trappc5","tr|B0BNE3|B0BNE3_RAT Trafficking protein particle complex subunit 5 OS=Rattus norvegicus OX=10116 GN=Trappc5 PE=1 SV=1",20.795,188,"188",6.3042,26607000,12393000,15282000,5663300,12242000,15156000,12491000,10103000,12676000,4420700,2418800,1126600,1389200,514840,1112900,1377800,1135500,918490,1152400,401880,14763000,13357000,13488000,0,10863000,15106000,14998000,14003000,15500000,0,4,3,5,2,3,3,3,2,2,0
"B0BNE5",-0.260872565828481,6.7711870151033,0.0429144173354616,0.835886503923187,0.999991107051563,"B0BNE5","S-formylglutathione hydrolase","Esd","sp|B0BNE5|ESTD_RAT S-formylglutathione hydrolase OS=Rattus norvegicus OX=10116 GN=Esd PE=2 SV=1",31.363,282,"282",64.865,278070000,220350000,164570000,161560000,161180000,104030000,126910000,69475000,45896000,66289000,19862000,15739000,11755000,11540000,11513000,7430500,9065100,4962500,3278300,4735000,153480000,148270000,133060000,158640000,154410000,143810000,137690000,117960000,94844000,121500000,14,13,15,13,10,10,15,10,5,9
"B0BNE6",-0.991034631733535,5.1347355307205,0.608353035856382,0.435408595957005,0.999991107051563,"B0BNE6",NA,"Ndufs8","tr|B0BNE6|B0BNE6_RAT NADH dehydrogenase (Ubiquinone) Fe-S protein 8 (Predicted), isoform CRA_a OS=Rattus norvegicus OX=10116 GN=Ndufs8 PE=1 SV=1",23.97,212,"212",45.141,118510000,98789000,72984000,57253000,53698000,53680000,38477000,21792000,0,15661000,9116300,7599200,5614200,4404000,4130600,4129200,2959700,1676300,0,1204700,66473000,56456000,60814000,52403000,57320000,58489000,50866000,36402000,0,0,11,9,8,6,7,6,5,3,0,6
"B0BNF5;Q91XU1;A0A0G2JUS0;D4A2X0;F1LMH5;A0A0G2JXZ5",-0.186525365253402,8.90132630462102,0.0219538521801529,0.882209929790519,0.999991107051563,"B0BNF5","Protein quaking","Qk;Qki;LOC100910212","tr|B0BNF5|B0BNF5_RAT Qk protein OS=Rattus norvegicus OX=10116 GN=Qk PE=2 SV=1;sp|Q91XU1|QKI_RAT Protein quaking OS=Rattus norvegicus OX=10116 GN=Qki PE=1 SV=2;tr|A0A0G2JUS0|A0A0G2JUS0_RAT Protein quaking-like OS=Rattus norvegicus OX=10116 GN=LOC108348175 P",35.977,325,"325;341;323;324;335;340",121.98,1.034e+09,1046100000,719550000,586380000,668860000,453600000,531860000,344210000,311200000,274650000,73855000,74718000,51396000,41885000,47776000,32400000,37990000,24587000,22229000,19618000,609050000,703210000,588460000,628950000,667330000,517900000,595900000,575020000,534700000,549610000,45,48,43,36,43,30,39,24,27,22
"B0BNF6",-2.56713265870944,3.48218330748441,3.70604567334735,0.0542156903969917,0.999991107051563,"B0BNF6",NA,"5-Mar","tr|B0BNF6|B0BNF6_RAT Membrane associated ring-CH-type finger 5 OS=Rattus norvegicus OX=10116 GN=March5 PE=1 SV=1",31.231,278,"278",14.45,48670000,32595000,16071000,21749000,31147000,6461700,13754000,0,9483400,3380900,3476400,2328200,1148000,1553500,2224800,461550,982430,0,677390,241490,23234000,19399000,25834000,27121000,24531000,0,20054000,0,0,0,6,5,3,3,4,2,3,0,0,0
"B0BNG0;A0A0A0MXU4",-0.165236843739988,5.81599626901465,0.0172311290240125,0.895563783488886,0.999991107051563,"B0BNG0","ER membrane protein complex subunit 2","Emc2","sp|B0BNG0|EMC2_RAT ER membrane protein complex subunit 2 OS=Rattus norvegicus OX=10116 GN=Emc2 PE=2 SV=1;tr|A0A0A0MXU4|A0A0A0MXU4_RAT ER membrane protein complex subunit 2 OS=Rattus norvegicus OX=10116 GN=Emc2 PE=4 SV=2",34.869,297,"297;296",44.356,159140000,136500000,83487000,68769000,66314000,60459000,61683000,36026000,46671000,23034000,11367000,9749800,5963400,4912100,4736700,4318500,4405900,2573300,3333600,1645300,84327000,73303000,68243000,79067000,69097000,68211000,78680000,62677000,62318000,57554000,11,9,9,6,7,8,6,5,5,3
"B0BNG3",0.0472933376945667,7.09983154090941,0.00141226980335241,0.970022412157578,0.999991107051563,"B0BNG3",NA,"Lman2","tr|B0BNG3|B0BNG3_RAT Lectin, mannose-binding 2 OS=Rattus norvegicus OX=10116 GN=Lman2 PE=1 SV=1",40.392,358,"358",60.274,376240000,296060000,200880000,162400000,153470000,126980000,204100000,80983000,66195000,51027000,18812000,14803000,10044000,8120000,7673700,6349000,10205000,4049200,3309700,2551400,189140000,181820000,143120000,167110000,166040000,167730000,197010000,172680000,177530000,149990000,28,18,26,16,16,20,21,14,10,10
"B0BNJ1",0.264990495100459,6.44289985287949,0.0442780232398909,0.83333720129481,0.999991107051563,"B0BNJ1",NA,"Sri","tr|B0BNJ1|B0BNJ1_RAT LOC683667 protein OS=Rattus norvegicus OX=10116 GN=Sri PE=1 SV=1",21.624,198,"198",32.872,150530000,150240000,131050000,97255000,105080000,105370000,122250000,52703000,84819000,72522000,12544000,12520000,10921000,8104600,8756500,8780600,10187000,4391900,7068300,6043500,101930000,90459000,114260000,98189000,91485000,143300000,118860000,93970000,111330000,121350000,12,12,14,11,11,12,14,8,8,10
"B0BNJ4",-0.229025545609706,4.4149681723626,0.0330864638858017,0.855663676928914,0.999991107051563,"B0BNJ4",NA,"Ethe1","tr|B0BNJ4|B0BNJ4_RAT ETHE1, persulfide dioxygenase OS=Rattus norvegicus OX=10116 GN=Ethe1 PE=1 SV=1",27.676,254,"254",14.243,50925000,59227000,33617000,36374000,30844000,24757000,16387000,8599600,23295000,11508000,3395000,3948400,2241100,2424900,2056200,1650500,1092500,573300,1553000,767220,30890000,31081000,27192000,26979000,28419000,38133000,24800000,0,28275000,30701000,6,8,7,4,4,4,3,2,5,3
"B0BNK1",-0.104903312314201,8.97030584263718,0.006947362147595,0.933572578240583,0.999991107051563,"B0BNK1",NA,"Rab5c","tr|B0BNK1|B0BNK1_RAT RAB5C, member RAS oncogene family OS=Rattus norvegicus OX=10116 GN=Rab5c PE=1 SV=1",23.425,216,"216;61",216.97,1120700000,928380000,801580000,592270000,631430000,630850000,548710000,387780000,257960000,385380000,101880000,84398000,72871000,53842000,57402000,57350000,49883000,35252000,23451000,35034000,719300000,638540000,668040000,609040000,628750000,675130000,623040000,535840000,444170000,714910000,54,38,47,27,41,42,28,27,20,36
"B0BNK6;A0A0A0MXW1;P35738",-0.176608196689815,5.90715325805755,0.019682846832272,0.888426464701398,0.999991107051563,"B0BNK6","2-oxoisovalerate dehydrogenase subunit beta, mitochondrial","Bckdhb","tr|B0BNK6|B0BNK6_RAT Branched chain keto acid dehydrogenase E1, beta polypeptide OS=Rattus norvegicus OX=10116 GN=Bckdhb PE=2 SV=1;tr|A0A0A0MXW1|A0A0A0MXW1_RAT 2-oxoisovalerate dehydrogenase subunit beta, mitochondrial OS=Rattus norvegicus OX=10116 GN=Bckd",42.781,390,"390;391;390",43.736,155450000,153640000,106310000,66056000,59759000,77506000,42977000,53493000,41204000,15951000,9715700,9602700,6644300,4128500,3734900,4844100,2686000,3343300,2575200,996920,84273000,80724000,78310000,82372000,74267000,72870000,72586000,83280000,66338000,54374000,10,12,11,8,8,9,6,6,7,5
"B0BNL2",-0.566518388270769,4.28791415119295,0.201370220028295,0.653617109760443,0.999991107051563,"B0BNL2",NA,"LOC364561","tr|B0BNL2|B0BNL2_RAT Peptidyl-prolyl cis-trans isomerase OS=Rattus norvegicus OX=10116 GN=Pin1 PE=1 SV=1",18.332,165,"165",53.097,72250000,66187000,54832000,30700000,9740000,22019000,17986000,12823000,5307100,7759300,7225000,6618700,5483200,3070000,974000,2201900,1798600,1282300,530710,775930,32534000,24506000,30203000,33480000,25756000,35840000,33647000,28084000,0,0,8,5,6,4,2,3,3,4,5,0
